"Type","Breed1","Gender","Color1","Color2","Color3","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds"
"1","307","1","1","2","5","2","1","2","2","2","1",1,0,0,1,"1",0,"3",6
"1","307","1","1","2","0","2","2","3","3","3","1",1,0,0,2,"4",1,"2",9
"1","307","2","5","0","0","3","2","1","1","3","1",1,100,0,2,"4",1,"1",5
"1","307","2","2","5","0","1","1","1","1","1","1",1,80,0,3,"3",1,"2",3
"1","307","2","1","7","0","2","1","2","2","2","1",2,1,0,2,"4",0,"2",6
"1","307","2","1","2","0","3","1","2","1","2","1",1,50,0,4,"4",0,"2",5
"1","307","2","4","0","0","1","1","2","2","2","1",1,0,0,1,"4",0,"1",6
"1","307","2","7","0","0","2","1","3","3","3","1",1,0,0,2,"4",0,"1",9
"1","307","1","1","0","0","2","2","2","1","2","1",1,0,0,3,"1",0,"1",5
"1","307","3","1","6","0","2","1","3","3","2","1",2,0,0,3,"1",0,"2",8
"1","307","2","1","2","0","3","2","1","1","2","1",1,0,0,5,"4",0,"2",4
"1","307","2","2","5","7","2","1","1","1","2","1",1,0,0,14,"3",0,"3",4
"1","307","2","1","2","0","2","1","3","1","2","1",1,0,0,5,"3",0,"2",6
"1","307","3","1","2","7","2","1","1","1","3","1",8,0,0,14,"4",1,"3",5
"1","307","2","2","4","7","2","1","1","1","1","1",1,0,1,11,"2",0,"3",3
"1","307","2","2","0","0","2","1","1","1","1","1",1,0,0,2,"3",0,"1",3
"1","307","2","2","0","0","2","1","3","3","1","1",1,0,0,3,"4",1,"1",7
"1","307","2","1","2","0","2","1","2","2","2","1",4,0,0,5,"4",0,"2",6
"1","307","3","1","2","0","2","1","2","2","2","1",4,0,0,9,"2",0,"2",6
"1","307","1","1","2","0","3","1","2","2","2","1",1,0,0,1,"1",0,"2",6
"1","307","2","5","0","0","2","1","1","1","2","1",1,0,0,1,"1",0,"1",4
"1","307","1","2","7","0","2","2","2","2","2","1",1,0,0,4,"1",0,"2",6
"1","307","2","2","7","0","2","2","1","1","2","1",1,0,0,2,"1",0,"2",4
"1","307","2","1","2","0","2","1","2","2","2","1",1,20,0,1,"3",0,"2",6
"1","307","2","7","0","0","2","1","1","1","1","1",1,0,0,1,"4",1,"1",3
"1","307","1","2","0","0","2","1","2","2","2","1",1,20,0,1,"2",0,"1",6
"1","307","1","1","2","0","2","2","3","3","3","2",1,0,0,4,"4",9,"2",9
"1","307","2","7","0","0","2","1","1","1","1","1",1,0,0,3,"2",1,"1",3
"1","307","2","1","7","0","2","1","2","2","2","1",1,20,0,1,"3",3,"2",6
"1","307","2","1","2","5","2","1","1","1","1","1",2,0,8,30,"4",2,"3",3
"1","307","2","1","0","0","2","2","1","1","2","1",1,0,0,2,"2",0,"1",4
"1","307","2","1","2","0","2","2","1","1","1","1",1,0,0,5,"4",1,"2",3
"1","307","1","1","0","0","2","3","2","2","2","1",1,1,0,1,"4",0,"1",6
"1","307","1","1","2","4","3","1","2","2","2","1",5,0,1,8,"4",0,"3",6
"1","307","2","1","2","0","3","1","1","1","2","1",1,0,0,3,"4",0,"2",4
"1","307","1","2","0","0","2","1","3","3","2","1",1,0,0,4,"1",1,"1",8
"1","307","2","1","2","7","2","1","1","1","2","1",1,0,0,7,"3",0,"3",4
"1","307","1","2","0","0","2","2","3","3","3","1",1,0,0,2,"4",4,"1",9
"1","307","2","1","2","5","1","1","2","1","2","1",1,0,0,4,"1",2,"3",5
"1","307","1","2","5","0","2","1","1","1","1","1",1,200,0,1,"4",0,"2",3
"1","307","3","1","2","7","2","2","2","2","2","1",5,0,0,14,"1",0,"3",6
"1","307","2","1","0","0","1","1","1","1","1","1",1,0,0,2,"4",1,"1",3
"1","307","1","2","7","0","2","1","2","1","2","1",1,0,0,11,"2",0,"2",5
"1","307","2","1","0","0","2","1","2","2","2","1",5,0,0,1,"4",0,"1",6
"1","307","2","2","7","0","2","2","1","1","2","1",1,0,0,1,"3",0,"2",4
"1","307","2","1","2","0","3","3","1","1","3","1",2,0,0,4,"2",0,"2",5
"1","307","2","2","3","5","2","1","1","1","1","1",1,80,0,6,"4",1,"3",3
"1","307","1","1","2","7","2","2","1","1","2","1",1,0,0,6,"1",0,"3",4
"1","307","2","1","0","0","2","1","3","1","2","1",1,0,0,3,"3",1,"1",6
"1","307","2","6","0","0","3","2","1","1","1","1",1,0,0,5,"4",4,"1",3
"1","307","2","2","0","0","2","1","3","3","2","1",1,0,0,4,"3",0,"1",8
"1","307","3","1","2","6","3","1","3","3","3","1",6,0,0,1,"2",0,"3",9
"1","307","1","1","0","0","2","1","1","1","2","1",1,150,0,1,"4",0,"1",4
"1","307","2","2","7","0","3","1","2","2","2","1",1,0,0,1,"1",0,"2",6
"1","307","1","2","3","0","2","1","1","1","3","1",1,0,0,5,"3",2,"2",5
"1","307","1","1","0","0","2","1","1","1","2","1",1,0,0,4,"2",0,"1",4
"1","307","2","2","0","0","3","2","3","3","3","1",1,0,0,4,"4",1,"1",9
"1","307","1","1","2","0","2","1","1","1","2","1",1,100,0,3,"2",0,"2",4
"1","307","2","1","2","7","2","2","2","1","2","1",1,0,0,3,"3",5,"3",5
"1","307","2","2","7","0","2","1","2","2","2","1",1,0,0,13,"4",0,"2",6
"1","307","2","5","0","0","2","1","1","1","2","1",1,0,0,1,"1",0,"1",4
"1","307","3","1","3","7","2","1","2","2","3","1",4,0,0,1,"2",0,"3",7
"1","307","2","1","2","5","2","2","2","2","1","1",1,0,0,1,"4",0,"3",5
"1","307","3","1","7","0","2","1","2","1","2","1",2,0,0,18,"4",0,"2",5
"1","307","1","2","0","0","2","2","2","2","2","1",1,0,0,6,"2",0,"1",6
"1","307","1","2","7","0","2","2","3","3","1","1",1,300,0,3,"4",2,"2",7
"1","307","3","2","5","7","3","1","2","2","2","1",6,0,0,6,"4",0,"3",6
"1","307","2","1","2","0","2","1","1","1","2","1",2,0,0,11,"4",0,"2",4
"1","307","2","1","2","0","2","1","1","1","1","1",1,0,0,2,"2",1,"2",3
"1","307","2","5","7","0","3","2","1","1","2","1",1,0,0,3,"2",0,"2",4
"1","307","1","1","2","7","2","2","3","3","1","1",1,0,0,5,"3",3,"3",7
"1","307","3","1","2","7","2","2","2","2","2","1",6,0,0,4,"4",0,"3",6
"1","307","2","1","7","0","2","2","1","1","1","1",1,0,0,8,"3",1,"2",3
"1","307","1","1","2","0","2","2","1","1","2","1",1,0,0,2,"3",0,"2",4
"1","307","1","2","0","0","1","3","3","3","2","1",1,0,0,3,"1",3,"1",8
"1","307","2","2","0","0","2","1","1","1","2","1",1,200,0,4,"3",0,"1",4
"1","307","3","1","2","7","1","1","2","2","2","1",8,0,0,2,"2",0,"3",6
"1","307","2","1","2","0","2","1","2","1","2","1",1,0,0,2,"4",0,"2",5
"1","307","1","1","2","7","2","2","2","1","2","1",1,0,0,3,"2",0,"3",5
"1","307","3","1","2","7","2","1","2","2","2","1",4,0,0,4,"1",0,"3",6
"1","307","2","2","0","0","2","2","1","1","1","1",1,0,0,1,"3",1,"1",3
"1","307","2","1","2","0","2","1","2","1","2","1",1,0,0,9,"1",0,"2",5
"1","307","2","2","0","0","2","1","2","2","2","1",1,20,0,1,"2",0,"1",6
"1","307","2","2","0","0","2","1","1","1","1","1",1,0,0,2,"4",0,"1",3
"1","307","2","1","2","7","2","1","2","1","2","1",7,0,0,3,"2",0,"3",5
"1","307","2","1","2","7","2","1","1","1","1","1",2,0,0,1,"3",0,"3",3
"1","307","2","1","7","0","2","2","1","1","2","1",1,0,0,8,"3",0,"2",4
"1","307","1","1","2","0","2","2","1","1","3","1",1,0,0,3,"4",3,"2",5
"1","307","1","1","7","0","1","1","1","2","2","1",1,0,1,2,"4",0,"2",5
"1","307","2","1","2","7","2","2","2","2","2","1",1,0,0,1,"4",0,"3",6
"1","307","1","2","6","7","1","2","2","2","3","1",1,0,0,3,"2",0,"3",7
"1","307","3","1","2","3","2","1","2","2","2","1",4,0,0,1,"3",0,"3",6
"1","307","2","2","0","0","3","1","2","2","2","1",2,0,0,3,"1",0,"1",6
"1","307","1","2","5","7","2","2","2","2","2","1",1,0,0,4,"3",0,"3",6
"1","307","2","1","2","0","2","1","2","2","2","1",1,0,0,7,"4",0,"2",6
"1","307","2","4","0","0","2","2","2","2","2","1",2,0,2,6,"4",0,"1",6
"1","307","1","1","5","0","2","1","2","1","2","1",1,0,0,2,"3",0,"2",5
"1","307","1","2","7","0","2","1","1","1","1","1",1,0,0,5,"4",3,"2",3
"1","307","1","2","0","0","2","1","1","1","2","1",1,0,0,9,"2",0,"1",4
"1","307","2","2","7","0","2","2","2","2","2","1",1,0,0,2,"2",0,"2",6
"1","307","1","1","7","0","2","2","1","1","2","1",1,50,0,1,"2",0,"2",4
"1","307","2","1","2","0","2","2","2","2","2","1",1,0,0,4,"3",0,"2",6
"1","307","2","1","0","0","2","1","2","2","2","1",1,0,0,11,"3",0,"1",6
"1","307","1","1","2","0","1","1","2","2","2","1",1,0,0,5,"4",0,"2",6
"1","307","2","2","7","0","2","2","2","1","2","1",1,0,0,3,"1",0,"2",5
"1","307","3","1","2","7","2","2","2","2","2","1",9,0,0,9,"4",0,"3",6
"1","307","2","2","0","0","2","2","3","3","3","1",20,0,0,1,"4",2,"1",9
"1","307","1","5","7","0","2","1","2","2","2","1",1,5,0,4,"1",0,"2",6
"1","307","2","2","7","0","2","2","1","1","1","1",1,0,1,4,"4",2,"2",3
"1","307","3","1","7","0","2","1","2","2","2","1",9,0,0,3,"1",0,"2",6
"1","307","1","2","0","0","2","2","1","1","1","1",1,0,0,3,"4",6,"1",3
"1","307","2","1","2","0","2","1","1","1","2","1",1,0,0,2,"3",0,"2",4
"1","307","1","2","0","0","2","1","1","1","1","1",2,300,0,5,"4",1,"1",3
"1","307","1","2","7","0","2","2","3","3","2","1",1,0,0,4,"4",0,"2",8
"1","307","1","7","0","0","2","1","3","3","3","2",1,20,0,1,"4",2,"1",9
"1","307","2","4","0","0","2","1","1","1","2","1",1,0,0,1,"1",0,"1",4
"1","307","3","1","2","7","2","1","2","2","2","1",3,0,0,9,"4",0,"3",6
"1","307","3","1","2","7","2","1","2","2","2","1",6,0,0,1,"3",0,"3",6
"1","307","2","1","2","4","1","2","2","2","2","1",1,0,0,4,"2",0,"3",6
"1","307","2","1","2","7","2","1","2","2","2","1",1,0,0,4,"1",0,"3",6
"1","307","2","1","2","7","2","2","1","1","2","1",1,150,1,2,"0",0,"3",4
"1","307","1","1","2","7","2","2","1","1","1","1",2,0,0,6,"3",4,"3",3
"1","307","1","2","7","0","2","2","3","3","3","1",1,0,0,3,"1",1,"2",9
"1","307","3","2","0","0","2","2","2","1","2","1",2,0,0,3,"3",0,"1",5
"1","307","2","1","0","0","2","1","1","1","1","1",1,250,0,2,"4",1,"1",3
"1","307","2","1","2","0","2","1","2","2","2","1",1,0,0,3,"2",0,"2",6
"1","307","2","1","2","4","2","1","1","1","1","1",1,0,0,3,"2",1,"3",3
"1","307","1","1","2","7","2","1","2","2","2","1",1,0,0,4,"3",0,"3",6
"1","307","1","2","0","0","2","1","1","1","2","1",1,0,0,4,"3",0,"1",4
"1","307","1","7","0","0","1","3","1","1","1","1",1,0,0,3,"4",3,"1",3
"1","307","3","5","7","0","2","1","2","2","2","1",6,0,0,5,"3",0,"2",6
"1","307","2","3","0","0","2","1","2","2","2","1",1,20,0,1,"3",0,"1",6
"1","307","3","1","0","0","1","2","3","3","2","1",2,0,0,5,"2",0,"1",8
"1","307","3","2","5","7","1","1","2","2","2","1",3,0,0,4,"4",0,"3",6
"1","307","2","1","2","0","2","1","1","1","2","1",1,0,0,4,"2",0,"2",4
"1","307","2","1","0","0","3","2","1","1","1","1",1,0,1,6,"4",0,"1",3
"1","307","2","2","7","0","2","2","2","1","2","1",1,0,0,3,"3",0,"2",5
"1","307","2","1","0","0","2","1","3","3","2","2",1,0,0,3,"4",5,"1",8
"1","307","1","2","0","0","2","1","2","2","2","1",1,0,0,8,"1",0,"1",6
"1","307","1","1","2","0","2","2","2","1","2","1",1,0,0,6,"3",0,"2",5
"1","307","3","2","5","0","2","1","1","1","2","1",4,0,0,2,"4",0,"2",4
"1","307","1","1","0","0","2","2","2","1","2","1",1,0,0,3,"1",0,"1",5
"1","307","2","5","0","0","2","1","1","1","1","1",1,0,1,4,"3",0,"1",3
"1","307","2","2","7","0","2","1","2","2","2","1",1,0,0,1,"4",0,"2",6
"1","307","1","2","0","0","2","1","3","3","2","1",1,0,0,1,"2",0,"1",8
"1","307","2","2","0","0","2","3","1","1","2","1",1,0,0,4,"2",0,"1",4
"1","307","3","1","2","7","2","1","2","2","2","1",11,0,0,21,"3",0,"3",6
"1","307","3","2","5","7","2","1","3","1","2","1",5,0,0,1,"4",0,"3",6
"1","307","1","1","2","0","2","2","2","2","2","1",1,0,0,2,"4",0,"2",6
"1","307","2","1","2","0","2","1","2","1","1","1",1,0,0,7,"4",1,"2",4
"1","307","2","1","7","0","2","1","1","1","2","1",1,0,0,0,"4",0,"2",4
"1","307","2","1","2","0","2","2","1","1","1","1",1,0,0,1,"1",1,"2",3
"1","307","1","2","0","0","2","2","1","1","2","1",1,50,0,3,"3",1,"1",4
"1","307","2","2","0","0","2","1","2","1","1","1",1,0,0,4,"3",1,"1",4
"1","307","2","2","0","0","2","2","1","1","2","1",1,0,0,1,"3",0,"1",4
"1","307","1","2","0","0","2","2","2","1","2","1",1,38,0,17,"1",0,"1",5
"1","307","1","2","7","0","3","1","1","1","2","1",1,0,0,16,"3",0,"2",4
"1","307","1","2","0","0","2","2","2","1","2","1",1,0,0,5,"3",0,"1",5
"1","307","3","2","4","5","2","1","1","1","2","1",2,0,0,5,"4",0,"3",4
"1","307","1","2","3","0","2","1","2","1","2","1",4,0,4,24,"3",0,"2",5
"1","307","3","1","2","0","3","1","2","1","2","1",6,50,0,12,"2",0,"2",5
"1","307","2","2","0","0","1","1","2","3","3","1",1,0,0,2,"3",0,"1",8
"1","307","2","2","0","0","2","1","1","1","1","1",1,0,0,3,"4",3,"1",3
"1","307","1","2","0","0","2","2","1","1","1","1",1,0,0,1,"3",1,"1",3
"1","307","1","1","2","0","2","1","3","3","3","1",3,0,0,1,"2",0,"2",9
"1","307","2","1","2","5","2","2","1","1","1","1",1,100,0,5,"3",0,"3",3
"1","307","2","2","7","0","2","1","1","1","2","1",1,0,0,8,"2",0,"2",4
"1","307","1","1","0","0","2","1","2","1","2","1",4,0,0,7,"2",0,"1",5
"1","307","1","1","2","0","2","1","3","3","2","1",1,0,0,2,"2",1,"2",8
"1","307","2","2","7","0","2","2","1","1","1","1",1,80,0,5,"4",4,"2",3
"1","307","1","2","0","0","2","1","2","2","1","2",1,0,0,4,"4",3,"1",5
"1","307","2","2","3","4","2","2","1","3","1","1",1,0,0,4,"4",1,"3",5
"1","307","2","3","0","0","2","1","1","1","2","1",2,150,0,5,"3",0,"1",4
"1","307","2","1","2","4","2","2","1","1","2","1",2,0,0,2,"2",0,"3",4
"1","307","1","1","2","0","3","1","1","1","2","1",1,0,0,2,"4",0,"2",4
"1","307","2","7","0","0","2","2","1","1","1","1",1,0,0,4,"1",1,"1",3
"1","307","3","2","4","7","2","2","2","2","3","1",4,0,0,5,"4",0,"3",7
"1","307","2","1","2","0","1","1","2","1","2","1",3,50,1,11,"3",0,"2",5
"1","307","3","2","5","7","2","1","3","3","3","1",4,0,1,4,"4",0,"3",9
"1","307","1","2","4","5","2","2","3","3","3","1",1,0,0,1,"4",1,"3",9
"1","307","3","1","2","7","1","2","1","1","2","1",4,0,0,5,"4",0,"3",4
"1","307","1","3","0","0","2","2","1","2","1","1",1,0,0,3,"4",0,"1",4
"1","307","2","5","7","0","2","1","2","2","2","1",1,0,0,2,"3",0,"2",6
"1","307","2","1","2","0","2","1","2","1","2","1",1,0,0,3,"2",0,"2",5
"1","307","2","4","0","0","2","1","1","1","1","1",1,50,0,3,"3",0,"1",3
"1","307","3","1","2","7","2","1","2","2","2","1",8,0,0,3,"3",0,"3",6
"1","307","2","1","2","0","2","1","2","1","2","1",1,0,0,7,"3",0,"2",5
"1","307","3","1","4","0","2","1","2","2","2","1",2,0,0,5,"1",0,"2",6
"1","307","1","2","6","0","2","1","1","1","2","1",1,0,0,3,"3",0,"2",4
"1","307","2","7","0","0","2","1","3","3","2","1",1,0,0,3,"2",0,"1",8
"1","307","2","2","5","7","2","1","2","2","2","1",1,0,0,1,"4",0,"3",6
"1","307","2","1","2","5","2","1","1","1","2","1",1,0,0,5,"2",0,"3",4
"1","307","1","3","5","0","2","1","2","2","2","1",1,0,0,5,"3",0,"2",6
"1","307","2","1","2","4","2","1","1","1","1","1",4,0,0,4,"3",0,"3",3
"1","307","1","1","0","0","2","2","2","2","2","1",1,0,0,1,"4",0,"1",6
"1","307","1","5","0","0","2","2","3","3","2","1",1,0,0,1,"4",2,"1",8
"1","307","1","1","0","0","2","2","1","1","2","1",1,0,0,3,"3",0,"1",4
"1","307","3","1","2","0","2","1","2","2","2","1",6,0,0,11,"2",0,"2",6
"1","307","2","1","2","7","2","1","1","1","3","1",1,0,0,5,"2",0,"3",5
"1","307","2","5","0","0","2","2","3","3","2","1",1,0,0,5,"2",0,"1",8
"1","307","2","5","0","0","1","3","1","1","3","1",1,0,1,3,"3",1,"1",5
"1","307","2","2","3","0","1","1","2","2","2","1",1,150,0,3,"1",0,"2",6
"1","307","3","1","0","0","2","1","2","2","3","1",4,0,0,3,"3",0,"1",7
"1","307","1","3","0","0","2","2","1","2","1","1",1,300,0,4,"4",0,"1",4
"1","307","1","2","0","0","1","1","2","2","2","2",1,0,0,1,"4",0,"1",6
"1","307","2","1","0","0","2","1","2","2","2","1",1,0,0,1,"2",0,"1",6
"1","307","2","7","0","0","1","1","2","1","2","1",1,0,0,4,"3",0,"1",5
"1","307","2","1","2","5","2","1","1","1","2","1",1,0,0,13,"2",0,"3",4
"1","307","2","1","2","0","2","1","2","2","2","1",1,0,0,1,"4",2,"2",6
"1","307","3","1","2","0","1","1","2","2","2","1",4,0,0,1,"3",0,"2",6
"1","307","2","2","0","0","2","1","1","1","1","1",1,250,0,2,"4",2,"1",3
"1","307","2","7","0","0","2","2","1","1","1","1",2,0,0,3,"3",2,"1",3
"1","307","2","2","7","0","2","1","3","3","3","1",1,0,0,1,"4",1,"2",9
"1","307","1","2","5","7","2","2","2","2","3","1",1,0,0,5,"3",0,"3",7
"1","307","2","2","7","0","2","2","1","2","1","2",1,0,0,2,"4",1,"2",4
"1","307","2","2","5","0","2","1","1","1","3","1",1,0,0,2,"3",1,"2",5
"1","307","1","2","7","0","2","1","1","1","2","1",1,0,0,3,"2",0,"2",4
"1","307","2","1","7","0","3","1","1","1","1","1",1,0,0,2,"4",3,"2",3
"1","307","2","5","0","0","2","2","2","2","2","1",1,0,0,5,"3",0,"1",6
"1","307","1","1","2","6","2","1","3","3","3","1",1,0,0,1,"4",3,"3",9
"1","307","1","2","0","0","2","1","1","1","1","1",1,50,0,3,"4",4,"1",3
"1","307","2","1","2","3","2","2","1","1","3","1",1,0,0,1,"4",0,"3",5
"1","307","2","2","0","0","2","2","1","1","2","1",1,0,0,1,"3",0,"1",4
"1","307","2","2","0","0","2","1","1","1","1","1",1,0,0,1,"2",3,"1",3
"1","307","2","5","0","0","2","2","2","1","2","1",1,0,0,4,"3",0,"1",5
"1","307","2","1","5","7","2","2","1","1","1","1",1,0,0,5,"4",4,"3",3
"1","307","2","2","0","0","2","1","2","2","2","1",1,0,0,1,"2",0,"1",6
"1","307","2","1","2","7","2","2","2","2","2","1",1,0,0,1,"2",0,"3",6
"1","307","2","2","0","0","2","1","1","1","2","1",1,0,0,2,"2",0,"1",4
"1","307","1","5","0","0","2","2","3","3","2","1",1,0,0,5,"3",2,"1",8
"1","307","3","1","5","7","2","1","1","1","2","1",2,0,0,4,"4",0,"3",4
"1","307","1","1","2","0","2","2","2","2","3","1",8,0,0,2,"4",0,"2",7
"1","307","1","2","7","0","2","2","1","1","2","1",1,0,0,3,"3",0,"2",4
"1","307","2","2","7","0","2","2","2","1","2","1",1,0,0,2,"4",0,"2",5
"1","307","1","1","0","0","2","2","2","1","2","1",3,0,0,8,"2",0,"1",5
"1","307","2","2","7","0","2","1","1","1","1","3",1,0,0,6,"4",0,"2",3
"1","307","2","2","7","0","2","2","1","1","3","1",1,0,2,3,"4",0,"2",5
"1","307","2","5","0","0","3","1","1","1","3","1",1,100,0,1,"4",3,"1",5
"1","307","1","1","2","5","2","1","2","2","2","1",1,0,0,5,"2",0,"3",6
"1","307","1","1","2","0","2","1","1","1","3","1",1,0,0,3,"1",0,"2",5
"1","307","2","1","2","0","2","2","1","1","2","1",1,0,0,4,"2",0,"2",4
"1","307","1","1","2","0","2","2","3","3","3","1",1,0,0,3,"4",2,"2",9
"1","307","1","2","7","0","2","1","3","3","3","1",1,0,0,1,"4",8,"2",9
"1","307","2","1","2","0","2","2","2","1","2","1",1,0,0,3,"2",0,"2",5
"1","307","2","2","0","0","3","3","1","1","2","1",1,0,0,6,"3",0,"1",4
"1","307","1","1","0","0","2","2","3","3","2","1",1,0,0,4,"4",4,"1",8
"1","307","2","2","5","7","2","2","2","2","2","1",1,0,1,4,"2",0,"3",6
"1","307","1","2","7","0","2","1","3","3","3","1",1,0,0,5,"4",2,"2",9
"1","307","2","1","0","0","2","2","2","2","2","1",2,0,0,2,"4",2,"1",6
"1","307","2","2","0","0","2","2","1","1","1","1",1,0,0,1,"1",0,"1",3
"1","307","2","2","0","0","2","2","2","1","2","1",1,0,0,1,"2",0,"1",5
"1","307","1","2","3","4","2","2","2","3","2","1",1,0,0,1,"4",4,"3",7
"1","307","1","1","2","0","2","1","1","1","2","1",1,0,0,12,"2",0,"2",4
"1","307","2","1","5","0","2","1","1","1","2","1",1,0,0,5,"2",0,"2",4
"1","307","1","7","0","0","2","2","1","1","2","1",1,0,0,6,"4",0,"1",4
"1","307","1","2","7","0","2","2","1","1","2","2",1,0,0,8,"3",0,"2",4
"1","307","2","1","2","0","3","2","1","1","2","1",1,0,0,4,"1",0,"2",4
"1","307","2","2","7","0","2","1","1","1","2","1",1,0,0,2,"2",0,"2",4
"1","307","2","2","0","0","1","1","1","1","2","1",1,0,0,1,"2",0,"1",4
"1","307","3","1","2","5","2","1","3","3","3","1",5,0,0,3,"2",0,"3",9
"1","307","2","1","7","0","2","1","2","1","1","1",1,0,0,1,"4",1,"2",4
"1","307","1","2","7","0","2","1","3","3","3","1",2,0,0,1,"4",3,"2",9
"1","307","1","4","5","0","2","1","2","2","2","2",1,30,4,6,"4",0,"2",6
"1","307","2","1","7","0","2","1","2","2","2","1",1,0,0,3,"2",0,"2",6
"1","307","2","2","0","0","3","1","2","2","1","1",2,0,0,1,"4",2,"1",5
"1","307","2","2","0","0","2","1","2","2","2","1",1,0,0,1,"4",0,"1",6
"1","307","2","2","0","0","2","1","3","3","2","1",1,0,0,5,"2",0,"1",8
"1","307","2","1","5","7","2","1","1","1","2","1",3,0,0,13,"3",0,"3",4
"1","307","1","1","0","0","2","1","2","1","2","1",1,200,0,4,"2",0,"1",5
"1","307","2","2","0","0","3","1","1","1","1","1",2,0,0,6,"2",0,"1",3
"1","307","3","3","5","7","2","2","2","1","2","1",4,0,0,13,"2",0,"3",5
"1","307","2","1","2","0","2","1","1","1","2","1",1,0,0,3,"2",0,"2",4
"1","307","1","2","5","0","3","1","2","1","3","1",1,0,0,3,"1",0,"2",6
"1","307","2","2","0","0","1","1","1","1","1","1",1,0,0,4,"4",1,"1",3
"1","307","2","5","0","0","1","1","2","2","2","1",1,0,0,0,"4",0,"1",6
"1","307","1","1","2","3","2","1","2","2","2","1",3,0,0,5,"4",1,"3",6
"1","307","1","1","2","0","2","1","2","2","2","1",1,20,0,5,"2",0,"2",6
"1","307","2","2","3","5","2","2","1","1","2","1",1,0,1,6,"1",0,"3",4
"1","307","1","2","7","0","2","2","1","1","2","1",1,0,0,5,"3",0,"2",4
"1","307","3","1","2","5","2","2","2","2","2","1",6,0,0,6,"3",0,"3",6
"1","307","2","1","2","3","1","1","2","2","2","1",1,0,0,3,"4",0,"3",6
"1","307","2","7","0","0","2","3","1","1","2","1",1,0,0,4,"2",5,"1",4
"1","307","1","7","0","0","3","1","2","2","2","1",1,0,0,2,"3",1,"1",6
"1","307","3","1","2","3","2","1","3","3","2","1",8,0,0,7,"2",0,"3",8
"1","307","1","1","2","7","2","2","1","1","1","1",2,1,0,2,"3",1,"3",3
"1","307","3","1","2","5","2","2","2","2","2","1",3,0,0,4,"3",0,"3",6
"1","307","3","1","2","3","2","2","2","2","2","1",9,0,0,3,"4",0,"3",6
"1","307","1","1","7","0","2","2","2","2","2","1",1,0,0,5,"2",0,"2",6
"1","307","1","1","0","0","2","1","2","3","2","1",1,0,0,4,"2",0,"1",7
"1","307","2","2","0","0","2","2","1","1","2","1",1,0,0,1,"2",0,"1",4
"1","307","1","2","7","0","2","2","2","2","3","1",1,0,0,1,"4",0,"2",7
"1","307","1","7","0","0","2","1","3","1","2","1",1,0,0,7,"3",0,"1",6
"1","307","3","2","0","0","2","2","1","1","1","1",2,0,0,5,"4",2,"1",3
"1","307","2","2","0","0","2","1","2","1","2","1",1,0,0,9,"2",0,"1",5
"1","307","2","2","7","0","2","1","1","1","1","1",1,10,0,3,"4",1,"2",3
"1","307","1","1","2","0","2","3","3","3","2","1",1,0,2,8,"1",0,"2",8
"1","307","1","2","7","0","2","2","2","2","2","1",1,0,0,2,"1",0,"2",6
"1","307","1","4","5","0","2","2","2","1","2","2",1,0,2,7,"2",0,"2",5
"1","307","2","2","0","0","2","2","1","1","2","1",1,0,0,1,"2",0,"1",4
"1","307","3","2","4","5","2","2","2","2","2","1",10,0,0,4,"2",0,"3",6
"1","307","2","1","2","0","2","2","1","1","2","1",1,0,0,5,"2",0,"2",4
"1","307","2","2","5","7","2","2","1","2","2","1",1,40,0,1,"4",0,"3",5
"1","307","3","1","7","0","2","1","2","2","2","1",5,0,0,1,"2",0,"2",6
"1","307","1","1","0","0","2","1","1","1","1","1",1,0,0,1,"1",0,"1",3
"1","307","2","3","5","7","2","2","1","1","2","1",1,0,0,11,"1",0,"3",4
"1","307","1","1","3","0","3","2","1","1","3","1",1,0,0,2,"4",1,"2",5
"1","307","2","6","7","0","1","1","2","1","3","1",1,0,0,1,"3",0,"2",6
"1","307","2","1","3","0","2","2","1","1","1","1",1,0,0,15,"4",2,"2",3
"1","307","2","1","7","0","2","1","1","1","1","1",1,0,0,3,"4",4,"2",3
"1","307","3","1","2","0","2","1","1","1","2","1",2,0,0,1,"2",0,"2",4
"1","307","1","1","0","0","2","2","3","3","2","1",1,0,0,2,"3",6,"1",8
"1","307","3","1","2","7","3","2","2","2","2","1",3,0,0,3,"2",0,"3",6
"1","307","1","3","4","5","2","1","2","2","2","1",1,0,0,1,"4",0,"3",6
"1","307","3","1","2","5","1","2","2","2","3","1",7,0,0,8,"3",0,"3",7
"1","307","1","2","0","0","2","1","3","1","2","1",1,0,0,3,"3",0,"1",6
"1","307","1","5","7","0","2","2","3","3","3","2",1,0,0,0,"4",0,"2",9
"1","307","2","1","0","0","2","2","2","1","2","1",1,0,0,2,"3",0,"1",5
"1","307","2","1","2","0","2","2","1","1","3","1",1,0,0,1,"4",0,"2",5
"1","307","1","1","2","7","2","2","3","3","3","1",1,0,0,1,"4",2,"3",9
"1","307","1","1","2","7","2","1","2","2","3","1",2,0,0,3,"1",0,"3",7
"1","307","3","2","5","0","2","1","2","2","2","1",2,0,0,14,"2",0,"2",6
"1","307","2","2","7","0","3","1","1","1","2","1",2,0,0,2,"2",0,"2",4
"1","307","2","2","0","0","1","1","1","1","1","1",1,0,0,2,"3",1,"1",3
