"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"2444",11807,NA,7.7,0.66,0.04,1.6,-0.218,4,-99,0.9962,3.7,0.47,9.1,0,8,0
"2445",11812,NA,8.2,1.23,0.49,3.5,0.057,14,-469,0.99118,3.47,0.43,5.7,0,9,3
"2446",11817,NA,7.9,-0.57,0.73,2.1,0.651,33,-150,0.9895,3.25,-1.27,9.9,1,9,0
"2447",11818,NA,7.6,0.23,-0.71,-120.1,0.106,24,13,1.08906,4.18,0.53459173553719,10.4,0,8,1
"2448",11825,NA,7.4,1.53,1.24,11.9,-0.179,13,-264,0.9976,3.01,2.02,10.8,1,8,0
"2449",11828,NA,2,1.18,0.32,14.65,0.032,-86,114,0.99158,3.12,0.53459173553719,12.8,0,8,3
"2450",11833,NA,6.7,0.24,1.15,3.85,-0.384,80,-12,1.02307,2.01,0.59,13.2,0,7,3
"2451",11837,NA,7,0.34,-0.76,-5.8,0.041,-83,123.410478288232,0.99382,3.23651810584958,0.35,11.6,1,8,3
"2452",11838,NA,11.4,1.19,0.44,55.6,0.632,-269,22,1.02876,2.46,-1.85,9.5,0,10,0
"2453",11842,NA,5.6,-0.085,-1.16,6.8,0.042,-80,84,0.98964,3.23651810584958,0.11,4.4,0,6,0
"2454",11853,NA,4.7,0.28,0.34,1.6,0.028,32,118,0.9901,2.29,1.66,15.4,0,8,3
"2455",11857,NA,6.8,0.27,0.32,1.5,-0.12,34.9470625196356,142,0.9921,3.14,1.26,12.1,0,7,3
"2456",11858,NA,-0.8,0.55,0.66,50.1,0.699,-244,37,0.9982,2.09,-0.29,9.6,0,11,1
"2457",11860,NA,6.5,-0.05,0.32,-47.8,0.045,-93,-199,1.02239,4.44,-0.68,6.7,1,7,3
"2458",11867,NA,7,-0.65,1.74,5.31913482791285,0.355,30,-152,1.02766,3.15,0.53459173553719,12.5,0,8,2
"2459",11868,NA,7.1,-1.91,0.88,22.7,0.03,-31,126,0.9901,3.22,0.34,12.1,0,8,4
"2460",11871,NA,6.4,0.26,-0.33,29.5,0.213,33,109,0.992,3.23651810584958,0.53459173553719,12.7,0,7,3
"2461",11875,NA,7.5,-0.93,1.46,19.9,0.057,131,123.410478288232,1.01621,4.28,1.51,10.5,2,8,1
"2462",11881,NA,7.5,0.33,-1.16,-18.85,0.032,197,243,0.96399,3.55,0.4,14.1,2,8,3
"2463",11890,NA,6.8,0.8,0.35,61.3,0.433,-166,96,0.98779,3.23,-0.72,8.1,1,7,0
"2464",11892,NA,5.5,0.84,0.13,1.3,0.0614253988113857,45,-12,0.99184,3.26,0.38,10.7,0,6,3
"2465",11894,NA,4,0.64,0.31,44.7,0.083,7,49,1.03133,3.17,1.67,8.3,-1,8,2
"2466",11896,NA,12.6,0.34,1.74,4.7,0.029,34,148,1.01514,4.93,0.53459173553719,14.1,1,8,2
"2467",11903,NA,17.6,0.28,0.42,-30,0.045,41,169,0.9959,3.17,0.9,10.6,1,9,2
"2468",11905,NA,6.6,0.29,-0.67,-40.4,0.036,38,318,0.97615,3.17,0.42,13.7,-1,7,3
"2469",11907,NA,7.5,0.63,-0.87,1.2,0.332,-128,503,0.95022,3.37,1.17,13.6,0,8,1
"2470",11909,NA,7.3,0.14,-0.51,-1.7,0.032,-85,-490,0.98242,3.32,0.44,10.5836317460295,2,7,4
"2471",11911,NA,-15.4,0.25,-1.23,8.05,-0.297,118.5,216,1.03861,3.55,-0.05,2.9,0,7,1
"2472",11915,NA,6.8,0.21,0.66,29.7,0.216,24,126,0.99234,3.39,1.06,10.9,-1,7,0
"2473",11918,NA,10.4,1.22,0.55,3.2,-0.094,300,54,0.9996,4.3,0.53459173553719,6.9,0,11,2
"2474",11920,NA,13.1,-0.23,0.39,1.5,0.129,187,83,0.99076,2.96,1.78,10.7,0,7,4
"2475",11923,NA,6.8,1.57,-0.33,1.8,0.033,297,-149,1.00288,3.64,1.95,15.2,0,7,3
"2476",11924,NA,6.3,0.39,-2.3,5.31913482791285,0.048,325,442,1.03125,3.24,0.47,10.4,0,7,1
"2477",11926,NA,7.6,0.4,1.44,46.1,0.096,109,373,0.9983,3.32,0.45,10.2,-2,8,1
"2478",11931,NA,10.1,1.91,0.69,11.3,0.0614253988113857,61,318,1.02522,2.15,1.37,9,0,8,2
"2479",11933,NA,17.4,-0.75,0.39,-53.2,0.247,-98,451,0.99893,3.98,0.43,14.4,0,8,3
"2480",11940,NA,5.4,0.31,1.74,3,0.053,46,464,0.98923,3.29,0.76,10,1,6,2
"2481",11951,NA,14.4,1.46,-0.65,11.3,-0.137,277,304,0.9984,2.22,0.43,9.2,1,8,1
"2482",11953,NA,9.6,0.23,0.25,-4.8,0.093,19,-17,1.09983,3.1,0.67,8.7,0,8,1
"2483",11973,NA,6.9,0.61,0.21,15.7,0.056,280,63,1.03527,2.51,0.53459173553719,13.4,0,7,0
"2484",11984,NA,5.2,0.17,0.27,0.7,0.03,216,411,1.01311,3.3,0.53459173553719,15.7,-1,6,0
"2485",11985,NA,1.5,-0.35,-1.09,58.2,0.042,25,256,0.99695,3.35,-0.32,10.4,-1,7,0
"2486",11991,NA,-6.1,0.26,-0.14,8.1,-0.356,366,197,0.99558,1.98,0.48,9.5,-1,7,1
"2487",12002,NA,-1.5,2.17,0.11,-18.85,0.039,182,162,1.01309,2.74,0.5,11.2,0,6,1
"2488",12006,NA,1.2,0.45,0.27,4.7,0.035,17,187,1.01322,3.12,0.53459173553719,12.5,-1,8,2
"2489",12008,NA,5.4,0.3,-0.23,21.7,0.029,25,93,0.96295,3.31,0.4,16.3,0,6,3
"2490",12013,NA,-3.2,0.24,0.42,-27.6,0.087,112,262,0.9979,1.96,0.42,8.9,-1,8,0
"2491",12015,NA,-5.7,-0.41,-1.31,72.4,-0.317,37,388,1.01658,3.06,-0.92,13.5,-1,7,3
"2492",12016,NA,6.3,1.5,-0.02,-97.9,-0.254,54,518,0.9579,3.16,0.42,14.6,0,7,3
"2493",12023,NA,6.8,-0.72,0.02,1.7,0.0614253988113857,18,-331,0.98595,3.23651810584958,0.63,5.8,0,7,0
"2494",12029,NA,6.1,-0.25,-0.78,3.9,0.034,42,348,1.037,3.24,0.46,10.9,0,7,0
"2495",12036,NA,-0.5,0.81,-0.2,64.9,-0.051,-161,179,0.99683,4.1,1.75,18.6,0,9,0
"2496",12038,NA,6.5,0.17,0.54,8.5,0.082,64,397,0.9959,1.99,0.39,8.8,1,7,1
"2497",12041,NA,7.3,-0.11,-1.02,-37.8,0.034,140,147,0.99085,3.25,1.24,11.9,1,8,0
"2498",12049,NA,7.2,-0.82,0.2,9.9,0.0614253988113857,21,174,1.03455,2.51,2,6,1,8,2
"2499",12050,NA,17.3,2.11,0.02,1.3,0.072,-226,123.410478288232,0.9965,3.1,1.08,9.2,1,8,0
"2500",12054,NA,14.1,0.24,0.34,2.7,0.356,282.5,218.5,0.9934,3.3,0.58,9.7,1,7,1
"2501",12060,NA,15.9,-0.63,0.36,5.31913482791285,-0.177,-181,-185,0.9975,4.13,1.78,11,-1,8,2
"2502",12062,NA,16.9,-1,0.35,22.2,0.045,51,279,0.9933,1.81,0.44,15.2,1,7,3
"2503",12065,NA,6.2,1,1.42,1,-0.386,158,213,0.99032,3.54,-0.21,11.3,-1,7,1
"2504",12079,NA,17.6,0.38,0.2,5.3,0.703,57,181,0.9792,3.24,0.96,4.5,-1,7,0
"2505",12083,NA,-2,-0.67,0.28,6.3,0.04,24,359,0.9903,3.23651810584958,0.64,14.6,1,7,4
"2506",12090,NA,-5.7,0.23,0.28,-40.8,0.062,276,174,0.94936,3.23,0.72,10.6,1,6,2
"2507",12091,NA,7.6,0.21,0.6,2.1,-0.517,47,45,0.98808,3.05,0.54,6.5,1,8,2
"2508",12094,NA,6,0.34,1.76,25.9,0.046,-201,409,0.9979,3.14,2.2,8.8,0,7,3
"2509",12099,NA,12.8,-1.95,0.38,1.2,-0.468,-91,227,0.9924,3.14,-0.49,3.3,0,8,2
"2510",12101,NA,18.5,0.3,-0.32,61.1,0.051,41,-306,0.9761,4.01,0.2,10.5,1,8,1
"2511",12110,NA,2.6,0.39,0.22,2.8,-0.198,16,153,0.96152,1.12,0.36,9.8,0,7,1
"2512",12116,NA,-4.2,0.3,1.78,1.6,0.377,27,-547,0.99438,4.12,0.53459173553719,9.8,2,8,3
"2513",12122,NA,11,0.35,0.29,61.3,-0.522,-174,151,0.9912,2.45,0.58,10.5836317460295,-1,6,3
"2514",12127,NA,8.2,-2.14,0.6,1.85,0.048,184,491,0.95486,3.79,0.49,5.05,2,9,4
"2515",12133,NA,3.7,0.33,0.64,71.4,0.056,-242,273,0.9972,3.05,-1.58,12.6,0,8,2
"2516",12142,NA,6.6,0.61,0,36.9,0.577,-220,8,0.99396,3.33,0.37,5.8,1,7,0
"2517",12147,NA,17.9,0.27,0.3,30.8,0.04,-208,123.410478288232,0.99222,3.28,0.53,16.5,0,8,3
"2518",12156,NA,6.6,-0.81,0.25,8,0.036,-117,124,1.01245,3.06,0.05,10.8,-1,7,1
"2519",12157,NA,9.2,1.49,0.33,10.4,-0.361,-30,194,0.96119,2.33,0.58,11.7,1,8,3
"2520",12158,NA,8,0.36,0.43,-33.4,0.293,29,123.410478288232,0.97192,3.4,0.46,3.2,1,9,4
"2521",12161,NA,17.5,0.23,-0.15,-40.1,0.031,24,98,1.03793,3,0.54,13.4,0,8,3
"2522",12163,NA,3,0.4,-1.25,57.5,0.585,-166,178,0.9955,3.04,0.43,10.9,0,8,3
"2523",12166,NA,20,0.38,0.47,1.1,0.037,23,22,1.00761,3.21,-0.19,10.9,0,9,1
"2524",12170,NA,10.5,-0.54,0.47,13.8,-0.46,273,123.410478288232,0.99638,3.23,0.76,16.8,0,11,0
"2525",12174,NA,0.4,-0.58,0.21,2.2,0.0614253988113857,-26,522,1.02632,3.32,0.47,12.9,1,7,3
"2526",12183,NA,9.8,0.61,0,2.2,-0.16,48,59,0.98065,3.61,0.53459173553719,12.9,0,7,0
"2527",12188,NA,0.9,-0.96,-0.59,26.8,-0.561,176,19,0.96363,3.31,0.53459173553719,12.6,0,8,0
"2528",12189,NA,6.4,-0.13,0.06,1.8,-0.046,43,477,1.00615,3.42,0.69,11,0,7,3
"2529",12192,NA,1.5,0.28,1.08,1.6,0.045,36,431,0.99534,3.11,0.53459173553719,6.2,0,10,2
"2530",12201,NA,5.9,0.17,0.02,-48.9,0.03,32,311,0.98913,0.96,-1.19,8.1,-1,6,2
"2531",12204,NA,12.7,0.23,0.6,2.2,0.565,7,18,0.93792,3.04,0.25,16.3,-1,12,0
"2532",12207,NA,9.3,0.005,1.87,-27.2,0.07,27,39,1.01673,3.12,0.59,9.9,-1,10,0
"2533",12208,NA,8.9,0.48,0.97,3.5,-1.012,10,40,0.9944,3.1,0.36,9.8,-1,10,1
"2534",12209,NA,7.3,2.695,0.33,1.1,0.044,14,-325,0.99012,3.1,0.53459173553719,12.4,0,8,2
"2535",12210,NA,7.6,0.42,-0.82,1.9,0.047,-165,432,0.9937,3.2,0.53,13.9,2,8,4
"2536",12217,NA,7.1,0.05,0.25,1.3,-0.055,-100,524,0.99361,3.27,0.55,8,-1,8,2
"2537",12227,NA,8.6,0.29,1.96,32.5,0.427,288,120,1.01362,3.06,1.04,12.1,0,7,0
"2538",12231,NA,6.2,0.25,1.01,-30,-0.278,272,123.410478288232,1.05319,4.09,0.34,12.8,-1,7,3
"2539",12232,NA,7.6,0.17,1.1,7.1,0.05,227,228,0.99422,1.88,-1.11,9.5,0,8,2
"2540",12239,NA,3.9,0.275,1.45,5.4,0.118,-119,245,0.9926,2.96,-0.79,10.8,1,6,3
"2541",12240,NA,7.3,-0.96,1.02,7.4,0.061,-23,-380,0.99627,3.31,0.05,13,-1,8,1
"2542",12251,NA,14,0.19,0.3,31.9,-0.245,33,-275,0.98902,4.08,1.44,12.8,-1,7,2
"2543",12256,NA,6.3,1.12,0.32,4.2,0.021,179,117,0.99182,3.93,0.43,12.8,1,7,2
"2544",12261,NA,10.2,0.05,1.84,2.4,0.075,287,123.410478288232,0.98623,2.36,2.19,24,0,11,0
"2545",12263,NA,8.4,0.23,0.32,13.4,0.124,35,363,0.98814,3.12,0.47,8.8,-2,9,2
"2546",12266,NA,8.6,0.55,0.35,15.55,0.102,35.5,248.5,0.97988,3.91,0.15,11,-1,10,0
"2547",12267,NA,6.7,1.33,-1.12,1.35,-0.532,30.5,544,0.99388,3.54,0.53,9.5,0,7,1
"2548",12268,NA,4.2,0.34,0.27,-30.8,0.047,21,144,0.98741,2.34,0.76,14.7,0,8,2
"2549",12279,NA,-4.1,-0.21,0.29,64.7,0.051,25,123.410478288232,1.08705,4.27,1.62,6.3,1,8,3
"2550",12280,NA,10.7,0.6,0.49,34,0.1,5,-381,0.96947,3.25,0.53459173553719,11.9,1,14,2
"2551",12283,NA,8,-0.83,0.44,-13.9,0.284,-18,111,0.99158,3.09,0.32,11.2,0,9,1
"2552",12284,NA,13,-0.65,0.57,0.6,0.373,6,20,0.99652,3.4,0.48,13.3,1,10,0
"2553",12285,NA,7.1,0.15,0.44,6,0.033,8,135,0.98327,3.19,0.53459173553719,13.9,1,7,4
"2554",12286,NA,6.3,0.79,0.3,2.8,0.239,33,125,1.03088,3.03,0,14.7,1,7,3
"2555",12292,NA,14.3,-1.1,1.04,14,0.032,47,365,0.98003,4.44,0.5,10.5836317460295,1,7,2
"2556",12295,NA,16,0.29,-2.88,2.3,-0.129,20,509,1.03432,2.71,0.41,12.7,0,7,0
"2557",12301,NA,11.8,0.52,0.17,-32.8,0.047,5,26,0.9932,3.26,0.53459173553719,16.5,0,7,2
"2558",12314,NA,1.6,0.19,0.32,18.75,0.356,106,517,1.00014,2.06,1.69,6.5,-1,8,1
"2559",12315,NA,10.3,-0.81,0.24,17.2,0.072,15,-176,0.9956,3.22,0.66,12.8,0,11,0
"2560",12318,NA,8,0.32,0.16,-60,0.4,3,123.410478288232,0.99454,3.22,0.58,11.2,0,9,0
"2561",12332,NA,1.5,-1.1,1.31,-15.6,0.063,125,164,0.96573,3.17,-0.41,10.5836317460295,1,8,3
"2562",12334,NA,6.9,-0.18,-1.15,1.5,0.224,19,-142,0.9958,3.91,0.78,14.4,0,7,0
"2563",12337,NA,7.4,1.08,-0.08,8.8,0.027,23,341,0.9931,4.76,1.58,11.4,0,8,2
"2564",12338,NA,7.1,1.15,1.16,30.7,0.109,30,124,0.97275,3.77,0.43,5.5,1,8,3
"2565",12349,NA,7.5,0.47,-0.55,-55.6,0.048,275,89,0.99182,3.54,2.29,13.56666667,0,6,3
"2566",12350,NA,-5.9,-0.29,0.3,12.4,-0.142,-98,168,0.99728,4.15,0.47,9.5,-1,7,3
"2567",12359,NA,7,1.94,-0.52,-46.2,-0.555,28,181,0.9983,3.18,-1.03,9.3,1,8,4
"2568",12360,NA,6.8,0.3,0.22,38.9,-0.523,41,521,0.96149,3.58,1.39,9.2,1,7,3
"2569",12373,NA,-2.3,0.21,0.4,7.3,0.041,34.9470625196356,123.410478288232,1.00673,2.64,0.43,6.5,1,7,2
"2570",12374,NA,6.7,-1.07,1.41,5.31913482791285,0.037,-1,310,1.01979,3.06,1.83,9.1,-1,7,0
"2571",12380,NA,8.1,0.26,-0.94,10.1,0.05,-183,375,0.99724,3.69,2.06,9,1,9,2
"2572",12382,NA,6.2,0.44,-1.43,7.7,0.096,292,242,1.01874,3.56,0.72,11.1,-1,7,2
"2573",12383,NA,17.9,0.4,0.21,45.5,-0.372,44,182,1.04823,3.35,0.54,3.6,-1,7,2
"2574",12390,NA,7.4,0.44,0.17,-1,0.045,44,157,0.998,3.82,0.44,10.5836317460295,1,8,2
"2575",12398,NA,6.5,0.27,1.12,-49.2,0.142,-104,175,0.99364,3.61,1.58,10.1,1,7,2
"2576",12405,NA,6.4,0.18,0.77,-18.1,-0.059,24,90,0.9963,3.35,-2.82,9.4,0,7,2
"2577",12407,NA,-0.4,1.41,1.64,-2.6,-0.266,-75,-31,0.9984,3.51,-0.15,15.8,0,7,1
"2578",12410,NA,9.2,0.095,0.19,1.6,0.039,526,-170,1.06481,4.17,0.41,6,1,6,4
"2579",12418,NA,16.4,0.3,0.29,6.2,0.172,-200,95,0.99071,3.03,1.86,12.9,2,7,3
"2580",12421,NA,7.4,0.42,0.47,14.15,0.667,6,185,1.01521,2.8,0.53459173553719,9.3,1,9,3
"2581",12422,NA,11.9,0.39,0.41,-11.7,0.062,19,503,0.99628,3.04,0.95,9.4,1,8,1
"2582",12439,NA,-4.2,0.695,-0.64,6.8,0.0614253988113857,-172,-59,0.99432,3.44,-1.89,3.6,0,6,0
"2583",12444,NA,6.1,-1,0.38,-21.1,0.111,-118,106,0.94323,3.03,0.41,12.1,0,7,2
"2584",12463,NA,5.8,0.32,0.28,4.3,0.032,286,115,0.98946,3.16,1.35,15.3,0,6,4
"2585",12465,NA,11.9,-0.95,0.01,4.9,0.0614253988113857,31,153,0.9966,3.27,0.51,3.4,-1,9,0
"2586",12470,NA,14.9,0.15,0.34,61.5,0.035,31,-15,0.99096,3.14,0.53459173553719,9.7,0,8,3
"2587",12471,NA,-5.1,0.21,-0.82,7.3,0.081,34,126,0.9962,2.86,0.46,3,0,7,2
"2588",12480,NA,8.5,-1.16,0.48,5.31913482791285,0.58,146,-275,1.03556,3.25,0.37,11.9,0,9,3
"2589",12482,NA,2.4,-0.22,0.4,-35.45,0.041,35,-346,0.98916,3.11,1.93,6.7,0,7,3
"2590",12484,NA,8.6,0.32,0.29,9.4,0.038,-175,282,1.00607,3.35,0.55,10.8,-1,8,2
"2591",12487,NA,-2.4,0.52,0.11,2.9,0.605,13,38,0.95725,3.34,2.47,9.3,0,7,3
"2592",12491,NA,7.4,0.64,0.76,31.15,0.0614253988113857,42,163,0.9984,2.9,0.49,-3.1,0,9,2
"2593",12503,NA,8.8,1.32,0.44,33.4,0.042,138,-235,1.00065,3.02,0.53459173553719,13.2,0,10,4
"2594",12507,NA,6.8,0.36,-2.81,5.1,0.227,67,122,0.97606,3.13,2.36,12.6,0,7,0
"2595",12526,NA,12.5,0.39,-0.44,3.3,0.046,109,81,1.03558,3.27,0.56,12.2,-1,7,1
"2596",12533,NA,3.9,-1.04,0.46,42.5,0.477,44,177,0.99691,3.36,0.24,9.4,0,7,1
"2597",12540,NA,-1,0.785,-0.15,2.1,0.459,6,168,0.99664,3.59,0.62,7.7,0,7,0
"2598",12543,NA,2.6,1.27,-0.8,12.5,0.602,38,3,0.95272,3.33,1.45,4.9,-1,6,1
"2599",12552,NA,13.4,0.695,-0.05,19.4,0.118,12,123.410478288232,0.98977,2.23,0.67,8.8,0,7,0
"2600",12555,NA,6.4,0.29,0.18,15,0.588,-191,321,0.94721,0.9,0.5,9.2,2,7,3
"2601",12556,NA,8,1.64,0.13,17.2,0.036,49,-238,0.9996,1.78,-0.43,9.7,0,8,3
"2602",12570,NA,-6,1.26,-0.93,30.6,-0.34,218,61,0.99143,4.47,2.23,5.3,0,7,3
"2603",12579,NA,11.7,1.5,0.38,77.4,0.054,32,445,1.0002,3.22,1.56,9.7,0,9,2
"2604",12588,NA,6,0.89,1.46,9.4,0.042,87,-253,0.98952,1.65,0.41,18.4,-1,7,1
"2605",12600,NA,-0.1,0.3,-0.99,35.7,0.04,24,29,0.9939,3.23651810584958,0.53459173553719,5.5,1,7,0
"2606",12615,NA,5.6,0.34,0.02,6.9,0.038,192,89,0.99266,4.85,-1.14,16,1,6,3
"2607",12624,NA,6.3,-0.58,0.24,7.2,0.082,77,47,0.9958,4.66,0.64,10.5836317460295,0,7,2
"2608",12629,NA,-5.5,-0.85,-0.86,1.6,0.054,353,-173,0.99727,4.51,0.53459173553719,15.7,-1,6,0
"2609",12634,NA,10,0.23,1.47,20.1,0.615,-28,142,1.001,1.48,0.43,9.7,-1,11,2
"2610",12638,NA,7.1,-0.21,0.45,-34.9,-0.072,53,17,0.96291,3.23651810584958,2.22,3.7,0,8,0
"2611",12646,NA,-1.9,0.51,0.24,-62.3,0.079,16,86,0.99764,3.34,2.16,9.5,1,9,1
"2612",12650,NA,4.6,1.03,0.65,11.2,0.075,6,17,1.03341,3.22,0.53459173553719,11.8,0,11,0
"2613",12665,NA,-0.4,2.38,0.29,16.85,0.605,34.9470625196356,135,0.95,3.23651810584958,-0.64,6.7,0,8,1
"2614",12674,NA,-4.1,0.22,1.7,5.31913482791285,0.214,34.9470625196356,-100,0.97165,3.6,0.23,9,-1,7,2
"2615",12676,NA,19.4,0.6,0,-11.3,0.058,34.9470625196356,10,0.9977,3.18,2.04,3.8,0,10,0
"2616",12678,NA,16.2,0.24,0.47,10.5,0.057,34.9470625196356,234,0.9959,3.28,0.66,8.8,0,9,1
"2617",12685,NA,7.3,-1.01,-1.89,-43.6,0.894,-484,368,0.99606,5.38,0.47,2.1,1,8,1
"2618",12690,NA,6.5,-2.06,0.39,1.9,-0.502,-81,504,0.99566,4.29,0.43,15.8,0,7,1
"2619",12698,NA,3.4,-1.54,0.2,2.2,-0.462,551,48,1.01085,2.99,0.03,16.3,0,6,2
"2620",12702,NA,4.2,1.74,0.31,0.9,0.144,23,-115,0.993,4.37,0.77,11.4,1,7,2
"2621",12704,NA,6.4,0.16,0.44,35,0.051,39,122,0.96888,3.11,0.75,11.3,0,7,1
"2622",12705,NA,7,1.38,-0.06,58.8,0.556,-150,126,0.99058,3.31,0.47,16.4,0,8,1
"2623",12710,NA,3.4,0.45,1.83,-26.9,-0.186,24,84,0.9909,3.89,0.36,18.3,-1,7,3
"2624",12715,NA,6.5,0.29,0.31,1.7,1.091,240,79,1.00774,3.27,-0.57,11.4,1,7,3
"2625",12720,NA,8.2,0.26,-0.59,38.1,-0.261,7,86,0.9944,4.34,0.62,10.2,0,9,2
"2626",12734,NA,15.7,1.56,0.03,8.8,0.638,27,-313,0.99592,3.64,1.91,3.5,0,8,1
"2627",12744,NA,6.7,-0.53,1.38,-2.4,0.213,29,81,0.99151,2.57,0.39,6.3,0,7,2
"2628",12747,NA,2.3,-0.17,0.58,2,0.076,15,-468,0.9973,3.35,-0.45,4.1,0,7,0
"2629",12757,NA,16.2,0.53,-0.67,71,0.054,25,139,0.99836,3.53,1.38,21.2,1,8,3
"2630",12758,NA,18.6,-0.14,0.74,24.2,-0.644,-255,252,0.9998,3,0.53459173553719,9.2,-2,8,1
"2631",12766,NA,2.6,-0.42,3.38,61.1,0.061,9,166,0.99416,3.28,0.49,10,-1,8,0
"2632",12782,NA,7.6,-0.16,1.56,104.9,0.506,52,151,0.90565,3.18,-0.4,7.3,-1,8,2
"2633",12787,NA,13.2,0.35,-0.84,-28.2,0.368,34.9470625196356,87,1.02302,2.92,0.53459173553719,12.2,0,9,0
"2634",12799,NA,8.8,0.24,0.39,1.2,-0.433,32,85,1.00563,3.16,0.5,10.5,-1,8,1
"2635",12804,NA,12.8,0.18,0.26,-33.6,0.023,10,276,0.9893,3.07,0.54,12.3,1,6,2
"2636",12809,NA,7.2,2.52,0.27,2.4,-0.535,-504,149,0.96405,3.1,0.51,9.2,-1,8,2
"2637",12813,NA,7.8,0.25,-0.5,-38.2,0.04,46,133,1.04109,3.14,0.6,15.7,-1,8,2
"2638",12816,NA,9.8,1.78,0.49,15.4,0.046,103,101,1.0004,2.41,0.75,2.8,-1,11,3
"2639",12821,NA,6,0.17,0.22,46.8,0.039,-177,104,0.98359,2.91,0.53459173553719,17.2,0,6,2
"2640",12826,NA,6.4,-0.07,0.49,7.5,0.073,-66,151,1.02487,2.18,1.73,8.3,-2,7,2
"2641",12831,NA,-1.4,0.13,0.61,-52.6,0.054,124,104,0.98059,3.24,2.66,16.2,0,8,2
"2642",12832,NA,5.8,0.39,-0.01,-29.8,0.042,36,138,0.99382,3.95,-1.22,23,1,6,1
"2643",12833,NA,6.7,0.28,-0.45,-23.8,-0.451,-130,111,0.99455,3.25,-1.19,4.7,-1,7,2
"2644",12835,NA,6.5,0.27,0.31,33.8,0.036,-188,179,0.9979,3.39,1.9,13.2,0,7,2
"2645",12842,NA,4.9,0.425,2.53,37,-0.492,318,396,1.01563,2.73,0.57,9,-1,7,0
"2646",12844,NA,6.8,0.18,0.28,5.31913482791285,0.047,52,521,1.09641,3.22,0.53,4.3,0,7,2
"2647",12847,NA,8.6,0.34,1.49,-0.1,0.471,11,119,0.95413,3.17,0.47,9.4,-1,9,0
"2648",12852,NA,10.4,0.21,0.7,64.2,0.596,261,142,1.0253,3.23651810584958,-0.87,10.1,0,7,1
"2649",12856,NA,7.4,0.08,0.58,48.9,0.022,295,-191,0.9928,3.13,0.01,11.5,0,8,2
"2650",12857,NA,0.4,0.2,0.31,6.85,0.053,-198,211,0.99587,3.31,0.59,10.4,-1,8,2
"2651",12858,NA,5.1,0.25,1.71,7.7,0.0614253988113857,46,123.410478288232,0.96977,3.35,0.43,10.3,1,6,4
"2652",12861,NA,7.4,0.16,1.49,52.9,0.056,-185,168,0.99825,2.9,-1.33,8.7,0,8,1
"2653",12869,NA,18.2,-1.27,0.59,22.6,0.147,38,132,0.99333,3.37,-0.27,9.1,0,8,2
"2654",12876,NA,4.7,1.09,-0.66,20.4,-0.541,17,-11,0.94624,4.58,0.6,11.8,2,5,1
"2655",12877,NA,5.7,-0.15,0.15,5.31913482791285,0.05,20,360,0.96176,3.31,0.53459173553719,2.4,0,6,0
"2656",12879,NA,1.1,0.34,0.6,1.4,0.032,228,392,0.99214,3.07,0.52,9.8,1,8,1
"2657",12882,NA,12.5,-0.52,0.34,1.3,0.469,-61,108,0.99105,3.36,0.45,1.4,1,8,2
"2658",12883,NA,-1.1,0.32,0.41,0.9,0.0614253988113857,213,159,0.97521,3.09,1.54,16.36666667,-1,7,4
"2659",12887,NA,9.5,0.49,0.36,2,-0.537,146.5,314.5,0.9924,3.24,-0.9,11,-1,8,1
"2660",12889,NA,-10.9,0.22,0.34,-54,0.0614253988113857,-73,-127,0.97988,2.96,0.53459173553719,4.8,0,8,2
"2661",12891,NA,6.8,0.17,1.31,5.31913482791285,0.039,3,530,0.99243,3.28,1.44,10,1,6,3
"2662",12894,NA,6.5,0.18,-1.02,1.7,-0.213,30,-182,1.02005,3.49,0.3,10.2,-1,7,3
"2663",12895,NA,16.6,0.68,0.37,1.6,0.049,34.9470625196356,193,1.02612,3.16,0.48,13.8,0,8,0
"2664",12899,NA,-14.1,0.24,0.89,-106.9,-0.12,218,467,0.95367,3.24,-2.46,9,1,7,0
"2665",12905,NA,6.5,0.94,0.06,17.1,0.128,29,44,0.99489,3.31,1.46,14,2,7,4
"2666",12913,NA,4.4,0.84,0.18,5.8,0.0614253988113857,32,443,1.04291,3.52,0.66,12.3,0,7,0
"2667",12916,NA,6,1.01,1.92,50.6,0.408,171,149,0.9937,3.23651810584958,0.82,11,0,7,0
"2668",12917,NA,6.6,0.76,-0.04,1.4,0.656,34,421,0.95718,3.17,0.38,10,0,7,1
"2669",12925,NA,6.2,1.49,-0.22,-31.5,0.036,37,-147,0.98938,3.71,3.43,12.8,-1,7,3
"2670",12934,NA,6,-0.77,2.89,6.3,-0.545,143,174,0.97131,3.69,1.21,9.8,1,7,3
"2671",12939,NA,8,0.44,1.1,12.4,0.308,-142,-35,0.9991,3.61,0.64,9.2,1,9,3
"2672",12943,NA,1.7,0.3,0.2,1.1,0.077,48,166,0.9944,4.31,0.54,8.7,1,6,0
"2673",12950,NA,7.7,0.57,0.03,16.8,0.474,-11,211,0.97546,3.23651810584958,0.58,14.5,1,8,3
"2674",12961,NA,-11.4,1.29,1.97,24.9,0.066,10,126,1,3.12,1.18,14.5,-1,13,0
