"","INDEX","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"10301",12977,0,8.4,0.31,3.4,-50.45,0.021,52,443,1.02707,2.93,-0.32,11.5,0,9,1
"10302",12978,5,6.4,-1.09,0.37,5.41873306511208,0.565,239,69,0.9921,3.18,0.4,12.4,0,7,3
"10303",12983,4,5,0.27,0.4,1.2,-0.1,266,124,0.97983,3.32,-1.03,10.1,0,6,0
"10304",12984,6,-3.6,-0.03,-0.36,14.7,0.312,29,149,0.95867,1.69,0.39,9,1,7,2
"10305",12985,3,9.3,1.15,-0.82,1.9,0.085,-245,-122,0.95248,4.51,-0.65,8.9,0,10,3
"10306",12986,2,-3.8,1.8,-0.14,2.4,0.527,18,300,0.99422,3.32,0.6,15.8,-2,8,2
"10307",12987,5,7.2,0.2,0.22,1.6,-0.163,173,101,0.99471,3.37,-0.07,10,2,8,1
"10308",12988,6,14.3,0.1,0.29,14.8,0.601,268,868,0.89395,2.99,0.527111782477341,12,0,8,3
"10309",12989,4,6.2,-0.6,-1.05,15.8,-0.074,39,145,0.99804,3.14,-1.36,10.4892362598141,1,7,3
"10310",12990,4,-0.4,-0.59,0.47,-18.9,-0.343,35,182,0.96332,3.11,0.72,3.05,1,6,2
"10311",12991,3,5.4,1.32,0.32,2.5,-0.045,124,292,0.98878,4.24,0.85,12.6,-1,6,0
"10312",12993,5,-0.1,0.23,-0.91,59.1,0.072,50,-185,0.9927,3.11,1.05,10.4892362598141,1,8,3
"10313",12995,0,7.5,0.77,0.31,-53,0.378,314,92,0.99892,4.07,-0.23,9.2,1,8,0
"10314",12996,4,11.9,0.16,0.3,48.2,0.534,33,168,1.04596,2.9,-0.29,11.8,-1,8,2
"10315",12997,0,7,1.02,1.25,18.05,-0.031,35,144,1.04284,2.35,0.42,4,-1,8,0
"10316",12998,0,1.8,1.63,1.26,0.4,0.043,47,155,0.9937,3.42,0.5,10.1,0,8,0
"10317",13000,4,7.3,1.76,-2.44,-44.8,0.527,178,311,0.98004,3.34,-0.81,12.6,-1,8,2
"10318",13001,3,5.6,-0.84,1.39,1.3,0.0548224891009295,-288,68,0.98865,3.3,-0.21,18.5,-1,6,0
"10319",13003,4,10.3,0.27,0.31,5,0.811,-46,170,0.9924,3.69,0.52,11,0,7,2
"10320",13005,5,7.1,0.18,0.36,1.4,-0.13,-64,87,1.03547,3.42,0.37,18.6,0,8,2
"10321",13006,5,-3.4,1.09,0.53,1.4,-0.384,26,175,1.03875,3.17,1.87,12,0,7,1
"10322",13007,0,4,0.62,0.05,2.3,-0.687,6,394,0.99735,4.12,0.63,5.3,-1,8,0
"10323",13008,6,7.1,0.54,0.5,61.4,0.025,31,105,0.99082,3.14,1.28,12.6,0,8,1
"10324",13009,1,7.6,0.24,-0.46,10.4,0.096,30.8455712874547,120.714232642615,1.00601,3.32,-0.02,14,-1,8,0
"10325",13011,3,7.4,0.08,0.31,1.7,0.035,254,110,0.97334,2.63,0.38,9.2,0,8,0
"10326",13012,0,7.7,3.1,0.85,6.7,0.468,314,-163,0.97674,3.39,0.62,10.7,-1,8,0
"10327",13014,3,7.1,1.88,0.07,1.7,0.071,15,-47,1.02721,2.59,0.66,10.8,-1,8,3
"10328",13016,6,8.8,0.46,0.72,5.41873306511208,0.034,-488,98,0.92332,3.14,0.527111782477341,25.6,1,7,4
"10329",13017,2,6.4,0.18,-0.27,21.8,0.522,-170,201,0.93531,3.58,1.25,10.1,-1,7,1
"10330",13018,5,10.3,-0.6,0.32,2.2,-0.146,168,92,0.94874,4.68,0.59,17.2,0,7,1
"10331",13020,0,6.4,1.16,0.22,1.4,0.04,41,420,0.91183,3.55,0.39,10,-1,7,0
"10332",13021,1,7.3,1.53,0.26,-48,0.631,52,207,0.99342,3.12,1.46,17,-2,8,1
"10333",13022,5,16.1,1.59,-1.18,5.41873306511208,0.423,104,650,0.99438,3.67,-1.72,16.4,2,5,2
"10334",13023,4,6.8,0.23,1.77,1.5,0.036,35,165,1.02342,3.21,0.45,16.6,0,8,3
"10335",13024,0,8.2,-0.18,-1.24,1.9,-0.14,181,74,0.99215,3.23,2.44,12,0,9,0
"10336",13025,4,16.3,-1.03,0.3,27.6,-0.803,-115,511,1.09924,2.28,2.3,12.4,0,7,1
"10337",13026,2,20.6,0.55,-0.19,5.41873306511208,0.068,560,17,1.03613,3.23,0.527111782477341,10,-1,9,3
"10338",13027,5,10.1,1.11,1.92,9.7,0.092,13,52,1.02902,3.22,0.64,5,0,11,2
"10339",13028,4,7.7,-0.58,-1.6,1.5,0.069,-82,122,0.9851,2.93,-1.24,9.8,0,8,4
"10340",13029,5,9.4,0.53,-0.79,2.5,0.0548224891009295,6,185,1.00283,2.27,-0.86,9.3,1,11,2
"10341",13032,4,6.3,0.99,1.31,9.7,0.045,50,136,1.01145,3.14,0.37,10.6,0,7,1
"10342",13033,2,4.5,-1.05,1.11,13.6,0.044,-207,508,1.01456,2.2,0.527111782477341,9,-1,8,1
"10343",13034,0,19.4,0.31,1.08,2.8,0.04,26,-101,0.97944,3.20762822580645,-0.28,6,1,10,1
"10344",13035,3,-3.3,0.19,-1.01,36.3,0.035,0,397,0.94094,3.15,0.36,13.8,0,7,2
"10345",13038,4,7.3,0.34,0.49,46.1,0.445,21,37,0.96407,1.05,-0.81,12.1,-1,8,3
"10346",13039,3,7.7,-0.04,1.42,10.6,0.04,230,153,0.9978,3.87,1.72,8.9,-1,9,2
"10347",13040,0,21.6,1.42,0.58,1.9,0.07,-34,40,0.9627,1.16,1.75,8.9,0,14,1
"10348",13041,3,8.9,0.21,0.2,1.2,-0.394,20,-277,0.99579,3.2,0.37,11.5,0,9,2
"10349",13043,5,6.8,0.32,0.24,-60.9,-0.489,49,80,0.98347,2.16,-0.62,19.9,0,7,4
"10350",13044,3,6.2,2.87,0.29,7.6,-0.446,45,232,1.03483,3.37,0.62,12.7,-1,7,3
"10351",13045,3,11.3,1.12,-1.18,17.2,0.075,22,623,0.9912,3.23,0.57,11.1,-1,7,2
"10352",13046,5,12.6,0.28,0.34,2.2,0.037,225,-115,1.02084,2.97,2.55,12.8,-1,6,3
"10353",13047,0,8.4,0.27,0.12,31.1,0.072,38,46,1.01511,3.38,-0.09,11.8,1,9,0
"10354",13048,4,-4.2,0.305,1.58,1.2,0.422,-235,11,0.99331,2.73,-0.9,11.5,0,8,3
"10355",13049,4,3,0.85,0.14,52.5,0.093,191,314,0.97414,3.36,1.26,10.4892362598141,1,9,1
"10356",13050,3,7.8,0.55,0.05,1.8,-0.338,43,179,0.9955,3.43,0.527111782477341,2.3,0,8,1
"10357",13051,0,12.9,-0.575,-1.23,-44.7,0.525,27,98,0.99432,1.99,0.527111782477341,13.9,0,6,1
"10358",13052,4,-1.1,1.41,0.42,8.7,0.433,6,-255,0.99299,3.04,1.91,12.8,0,8,2
"10359",13053,5,-2.1,0.2,-0.75,1.6,0.001,193,116,0.98608,3.3,0.39,16.3,0,8,4
"10360",13055,3,6.5,-1.65,-0.1,-17.95,0.16,20,-170,0.99544,3.2,0.527111782477341,11,-1,7,2
"10361",13056,3,16.1,0.31,-1.29,-16.8,0.038,18,123,0.98338,3.36,2.07,8.6,-1,7,2
"10362",13057,5,8.4,1.51,-0.89,2.1,0.401,-125,32,0.9973,2.57,2.24,10.4892362598141,2,10,3
"10363",13058,4,0.1,-0.14,-0.4,1,0.54,30,-40,1.009,3.13,0.4,7,1,8,3
"10364",13059,4,5.3,0.24,1.89,24.1,-0.422,316,386,0.98248,1.99,0.5,8.7,1,7,2
"10365",13061,2,15.5,1.13,-0.94,-78.55,0.673,42,56,0.9984,2.9,1.64,4.4,-1,9,2
"10366",13062,0,7.3,-0.8,0.31,-2.2,0.018,45,80,0.98936,3.06,0.34,12.9,-1,8,1
"10367",13063,4,6.7,1.33,-0.95,5.41873306511208,-0.249,41,104,0.93924,2.13,0.84,12.6,-1,7,2
"10368",13064,6,9.8,0.3,-0.06,-35.1,-0.049,37,97,0.99026,3.2,-0.96,12.6,0,7,3
"10369",13065,4,-5.4,0.82,-0.6,-81.1,0.042,30.8455712874547,353,0.997,3.18,0.59,12.9,0,7,1
"10370",13066,3,8.3,0.41,0.78,61.7,0.104,29,210,1.03817,3.84,3.17,3,0,8,1
"10371",13067,5,-0.2,0.35,0.3,61.1,-0.113,240,86,0.9927,5.34,1.14,11,0,7,2
"10372",13068,3,-2.7,0.16,1.49,6.85,0.059,31,131,1.04236,2.95,0.34,9.3,0,8,2
"10373",13069,2,-16.5,0.4,0.24,13.6,-0.418,34,-132,0.99899,3.24,-0.85,15,-2,8,1
"10374",13070,0,17.4,1.57,-1.55,24.8,0.145,9,18,0.99001,3.67,0.57,9.5,0,8,0
"10375",13071,4,-17.4,-1.21,0.54,1.4,-0.042,-158,110,0.9932,3.71,1.24,10.6,0,7,2
"10376",13074,3,7.5,-0.32,0.33,-38.4,0.387,42,180,0.95118,2.52,0.59,10.1,-1,8,3
"10377",13075,5,16.6,0.18,0.36,41.5,0.0548224891009295,40,117,0.99742,3.04,-2.2,2.8,0,7,3
"10378",13076,3,7.1,0.68,0,2.3,-0.08,-257,-144,1.01005,2.73,1.47,9.5,0,8,2
"10379",13077,5,15.5,0.31,-0.11,7.1,0.0548224891009295,-226,141,1.03095,3.16,0.38,10.6,0,8,3
"10380",13078,3,0.4,1.34,0.37,-51.9,0.051,13,120.714232642615,0.97522,3.02,0.44,10.5,1,7,1
"10381",13080,2,18.2,0.85,0.5,1.1,0.042,35,120.714232642615,0.94805,1.91,-1.36,8.6,-1,8,1
"10382",13082,0,4.2,0.39,0.13,2.4,0.231,-155,-197,1.04528,3.41,-0.4,9,0,8,1
"10383",13083,4,7.2,-0.56,-0.61,-4.4,0.041,46,120.714232642615,0.99958,3.20762822580645,0.56,6.6,0,8,2
"10384",13084,5,15.1,-0.38,0.28,13.55,0.048,166,94,0.97785,3,0.6,9.5,0,8,1
"10385",13085,4,12.9,1.6,0.21,1.7,-0.464,-173,62,1.06585,3.87,-1.28,14.1,0,9,2
"10386",13088,0,7.1,0.43,0.08,79.4,-0.05,27,478,0.98019,3.49,0.88,10.4,0,8,0
"10387",13089,2,6.5,0.21,0.78,-53.3,0.059,33,103,0.9927,3.12,0.38,9.7,-2,7,2
"10388",13091,0,-1.4,0.58,0.08,1.8,-0.082,139,65,1.0167,3.28,-0.75,10.4,0,7,0
"10389",13092,5,8.8,0.17,1.72,1.5,0.043,263,18,0.99338,2.81,1.15,15.4,1,8,3
"10390",13093,4,9.4,-1.13,0.01,52.8,0.0548224891009295,215,212,0.997,1.6,1.47,13.1,0,7,3
"10391",13094,4,-2.8,0.32,0.21,-1.5,0.044,15,68,1.03753,3.65,0.39,3.7,0,7,1
"10392",13095,5,8.9,-0.17,-0.26,4.6,0.551,32,148,0.99458,3.35,0.45,6.6,0,10,0
"10393",13096,5,-5.2,0.97,0.91,25.9,0.031,38,36,1.01838,2.69,1.64,23.6,0,8,3
"10394",13097,3,8.6,0.23,0.96,11.3,0.19,13,-254,0.99645,2.82,-0.03,17.4,0,9,3
"10395",13099,0,5.7,0.78,-0.47,54.8,0.276,31,-151,0.94396,2.34,1.63,9,0,7,0
"10396",13101,6,13,0.66,-1.29,-33.9,0.084,-282,-262,0.9983,3.61,-0.79,9.9,2,8,3
"10397",13102,4,4,0.38,0.33,66.5,0.121,30.8455712874547,230,1.02172,3.66,0.76,14,0,13,2
"10398",13103,4,6.6,0.46,-0.21,7.4,0.052,464,184,0.9956,2.57,0,9,1,8,3
"10399",13104,1,-1.1,-1.07,0.24,48.7,0.0548224891009295,-35,117,1.0098,4.33,0.57,2.5,-2,8,1
"10400",13108,4,4.9,0.325,0.27,-30.45,0.03,49,-131,1.02406,3.07,-1.2,9.4,0,5,1
"10401",13109,0,0.4,0.68,1.35,1.75,-0.205,-222,387,1.01879,4.59,0.527111782477341,11.7,1,8,0
"10402",13110,4,5.9,1.47,0.26,1.5,0.182,17,-230,1.04263,3.24,0.36,10.4892362598141,1,6,3
"10403",13111,5,7.7,0.61,1.12,1.9,0.0548224891009295,10,208,0.98203,2.27,1.4,11.8,1,8,2
"10404",13112,0,12.9,0.61,1.09,-18.6,1.15,167,309,0.97588,4.02,0.51,8.5,-1,10,0
"10405",13114,3,8.1,0.18,0.22,4.2,-0.283,-252,-201,0.994,3.99,1.6,9.4,0,6,2
"10406",13116,6,6.2,-1.02,0.49,6,0.029,-247,396,0.9928,2.49,2.99,9.4,0,7,3
"10407",13119,3,8,0.96,0.33,9.4,0.188,41,103,0.99002,2.73,1.49,10.4892362598141,-1,9,1
"10408",13120,4,8,0.24,0.31,18.3,1.03,-162,317,1,3.3,0.527111782477341,2.4,1,7,2
"10409",13122,6,-4.7,-0.59,0.21,2.9,0.026,30.8455712874547,126,1.04151,4.48,0.38,10.4892362598141,1,7,4
"10410",13123,5,7.2,-0.48,0.33,3,-0.585,322,132,0.9928,5.55,0.527111782477341,13.7,1,8,3
"10411",13124,6,6.6,2.25,0.32,-23.2,0.035,39,231,0.95124,3.36,0.48,6.3,1,7,4
"10412",13125,4,6.9,-0.06,1.35,1.6,0.0548224891009295,36,87,0.9914,4.11,-0.32,10.8,0,7,3
"10413",13126,2,6.3,0.39,0.24,6.9,0.445,252,41,0.9942,4.12,0.35,10.2,0,7,0
"10414",13127,3,6.4,-2.37,0.21,8.2,0.322,1,182,0.99542,3.23,0.527111782477341,9.5,0,7,1
"10415",13128,3,3.6,-1.02,0.23,14.8,-0.352,-7,126,1.03029,3.18,1.66,2.2,0,8,1
"10416",13129,5,7.4,0.33,0.26,48.5,-0.51,29,115,0.93887,3.07,0.52,10.4892362598141,0,8,3
"10417",13130,5,6.2,-0.74,-1.26,-56.7,0.038,16,41,0.95315,3.49,1.93,4.7,0,7,3
"10418",13131,0,-0.4,0.23,0.71,-43.1,0.077,-101,45,1.04174,3.22,0.96,12.1,0,9,0
"10419",13132,3,9.9,0.13,-0.4,2.5,-0.403,244,120.714232642615,0.99752,2.4,1.3,10.6,-2,9,2
"10420",13133,2,12.3,0.38,0.17,56.2,0.08,50,212,1.03647,1.7,0.66,9.4,0,7,2
"10421",13134,4,8.8,-0.75,0.64,2.2,0.093,9,42,1.02734,4.44,-0.8,6.4,1,10,0
"10422",13135,7,7.1,0.67,0.57,2.8,0.033,48,421,0.9899,3.15,0.1,9.3,2,8,4
"10423",13136,1,6.4,-0.37,-2.7,8.6,0.042,57,173,0.9965,3,0.44,5.9,-2,7,1
"10424",13138,6,13.4,0.4,-0.8,12.5,-0.285,31,122,0.9633,3.3,1.67,11.1,0,8,4
"10425",13139,4,9.8,0.65,-0.49,-18.3,-0.533,21,-310,0.98604,2.85,0.46,10.4892362598141,0,8,2
"10426",13140,3,5.4,1.67,0.98,30.4,0.037,13,101,0.9916,3.17,0.41,11.8,-1,7,0
"10427",13141,4,5,0.95,0.34,61,0.341,-125,154,0.9927,3.05,0.12,10.5,0,8,0
"10428",13142,0,10.3,-1.11,-0.93,6.4,0.0548224891009295,5,-340,0.9468,3.6,0.82,16.8,0,11,0
"10429",13143,0,3.6,-2.54,-0.68,12,-0.512,62,134,1.07951,3.17,-0.9,3.6,1,7,0
"10430",13144,5,-1.9,0.3,0.27,52.8,0.231,17,135,0.9925,3.23,0.44,12.2,1,7,2
"10431",13145,4,6.6,0.89,0.32,6,0.033,59,128,0.98161,3.19,0.3,12.1,-2,7,1
"10432",13147,5,8.2,0.33,0.28,1.1,0.0548224891009295,30.8455712874547,110,0.98298,3.12,0.42,10.4892362598141,1,7,3
"10433",13148,4,6.6,1.36,3.29,-1.1,0.068,39,27,0.95673,3.88,1.51,6.1,-1,7,1
"10434",13149,4,8.6,0.35,0.26,64.1,0.0548224891009295,-38,407,0.99188,3.38,-0.64,10.9,0,6,2
"10435",13153,3,-0.1,0.32,0.4,8.7,-0.335,45,154,1.02538,3.2,0.47,11.6,-1,8,1
"10436",13154,5,7.5,0.27,-0.68,-18.6,0.566,119,171,1.01339,2.86,-0.56,10.6,2,8,2
"10437",13155,5,7.8,0.18,0.31,-48.4,0.053,321,149,0.998,3.3,0.527111782477341,13.1,1,8,3
"10438",13157,5,6.8,0.28,0.17,13.9,0.047,271,162,0.9983,3.21,-0.09,9,1,7,2
"10439",13158,5,10.3,0.31,0.28,-7.2,-0.104,12,119,1.04238,3.13,0.51,16.1,0,7,1
"10440",13159,3,6.4,0.63,3.26,65.9,0.08,12,457,1.0406,5.4,-1.4,9.8,0,7,0
"10441",13160,3,14.3,0.205,0.3,60.5,-0.059,34,110,0.9963,3.72,-0.44,4.9,-1,8,0
"10442",13161,5,6.7,0.13,0.32,5.41873306511208,0.398,32,99,0.99348,2.76,-0.34,10,1,7,3
"10443",13162,3,5.5,1.59,0.22,-27.6,-0.002,30.8455712874547,168,1.02197,3.13,0.35,13,-1,8,1
"10444",13163,4,22.6,0.24,0.27,62.3,0.05,-8,466,0.99476,4.43,0.37,10.8,0,7,0
"10445",13164,3,9.5,0.32,0.35,1.6,0.092,24,470,0.99438,4.03,0.44,9.8,0,8,0
"10446",13166,0,6.5,0.195,0.97,5.8,-0.004,6,12,1.00688,1.57,0.51,6.3,0,7,0
"10447",13167,4,13,-0.08,1.53,1.4,0.035,13,102,0.97975,3.05,-0.56,11,1,8,0
"10448",13168,2,9.2,0.28,0.49,34.5,0.042,29,137,1.01664,1.85,0.34,16.5,0,10,0
"10449",13170,4,7.2,0.21,-0.85,29.6,0.036,22,-96,0.95831,3.13,0.51,10.4892362598141,1,8,2
"10450",13171,4,5.8,-0.26,0.82,-16.5,0.6,38.5,-78,0.9937,3.25,0.57,9.6,0,7,0
"10451",13172,3,14.7,-0.23,0.32,-58.5,0.079,37,12,0.99662,3.20762822580645,0.45,8.8,0,7,2
"10452",13173,0,-1.7,2.11,-0.83,-45.9,0.093,11,354,1.04575,4.15,0.55,15.9,1,10,0
"10453",13174,4,-9.2,0.29,1.79,14.3,0.054,130,506,0.99869,3.21,-0.58,11.4,1,7,1
"10454",13175,4,8.8,0.32,0.42,1.1,0.051,550,255,0.9956,3.02,0.25,9.3,1,7,2
"10455",13176,4,-0.8,0.35,0.71,31.7,0.046,-131,160,1.00326,3.78,0.65,8,1,9,0
"10456",13177,3,10.6,0.79,1.16,2,0.453,30.8455712874547,510,1.01361,2.91,1.22,13.8,-1,8,0
"10457",13179,5,14.7,-1.25,-1.01,13.6,0.052,38,529,0.998,3.15,-0.05,3.3,1,8,2
"10458",13181,2,7.6,0.15,0.54,-61.6,0.198,30.8455712874547,469,0.94975,3.14,0.96,10,-1,8,0
"10459",13182,0,15.6,0.16,-0.04,12.5,-0.291,138,156,0.99666,2.4,0.06,9,0,7,1
"10460",13185,3,-1.5,1.72,1.43,55.15,0.05,-244,181,1.00214,2.05,0.58,9.7,0,9,2
"10461",13186,4,6.8,0.3,0.26,96.9,0.037,-139,150,0.99727,2.8,-1.54,12.3,0,7,4
"10462",13187,4,5.8,-0.23,1.27,1.1,0.047,252,131,0.95425,3.26,1.69,4.7,1,6,1
"10463",13189,3,12.6,0.58,0.45,-45.3,0.445,46,-185,0.99573,3.26,0.46,4.3,-1,7,2
"10464",13190,5,7.6,1.325,1.65,2.1,-0.692,30,35,0.99533,3.26,-0.97,7.4,1,8,1
"10465",13192,3,17,-0.65,1.33,15.5,0.208,-84,115.5,0.99737,2.03,0.41,9.7,-2,8,3
"10466",13193,3,-5.9,-0.69,-0.23,-6.9,0.376,103,-233,0.97633,3.55,0.527111782477341,10.4892362598141,-1,6,2
"10467",13194,6,12.6,0.08,0.36,19.6,-0.53,77,90,1.0426,3.16,2.14,11,1,8,3
"10468",13195,5,-1.1,-0.61,1.47,1.8,-0.067,298,479,0.94297,4.52,1.81,11.9,0,6,3
"10469",13197,3,-0.3,1.34,0.28,41.2,0.449,113,76,0.98711,3.1,-1.33,5.8,-2,6,2
"10470",13198,3,7.6,-0.71,0.58,52.95,0.05,43,163,0.9752,3.77,2.04,6.7,0,9,0
"10471",13199,3,11,-0.1,-0.28,65.3,0.029,30.8455712874547,714,0.99276,2.21,1.38,10.9,-1,8,1
"10472",13200,4,-5.9,0.25,0.28,-26,0.056,77,-5,0.99755,2.98,0.527111782477341,23.2,1,6,1
"10473",13201,5,11.7,-0.47,0.35,-39.9,-0.499,21,392,0.9938,3.3,2.21,10.7,0,7,2
"10474",13202,4,7.7,0.18,0.34,-9.4,0.066,15,58,0.99948,4.47,1.06,11.8,0,8,3
"10475",13204,3,2,0.27,1.59,1.2,0.05,-364,-236,0.99138,3.09,-0.85,8,0,8,1
"10476",13205,4,7.4,0.33,1.12,15.6,0.049,307,210,0.99907,3.1,0.32,9.9,1,8,2
"10477",13207,2,5.7,-0.725,0.65,5.41873306511208,0.079,-257,319,0.99307,3.2,0.42,9.4,-1,7,0
"10478",13208,5,6.7,0.42,0.39,37.8,0.04,-128,248,0.97282,3.39,-0.8,9.7,2,8,3
"10479",13209,5,15.1,0.19,0.05,1.4,0.501,22,90,1.03496,3.18,-0.2,11.7,0,7,2
"10480",13210,4,7.3,0.12,-0.74,2.5,0.045,-87,122,0.99329,3.18,-0.58,6.1,1,8,2
"10481",13212,0,11.8,0.84,0.25,52.3,0.074,3,-245,0.99649,3.13,0.63,10.4,0,13,0
"10482",13213,3,-14,0.61,1.68,5.41873306511208,0.079,-491,-25,0.998,3.15,1.02,9.5,0,11,3
"10483",13214,4,8.2,0.51,0.62,-9.2,0.079,-359,63,0.99764,5.35,-0.35,9.5,0,9,0
"10484",13215,3,9.7,0.09,0.27,-36.6,0.116,-186,133,0.99402,1.95,0.34,10.8,0,6,1
"10485",13216,0,9.5,-0.86,0.4,-8,0.089,-94,394,1.0209,4.12,-0.46,10.4892362598141,-2,10,0
"10486",13217,0,2,0.49,2.89,8.6,0.0548224891009295,-356,540,0.99432,2.54,0.53,10.6,0,6,0
"10487",13218,0,1.5,0.71,1.6,12.9,1.261,36,558,1.00965,2.47,0.36,3.6,1,7,2
"10488",13220,4,13,1.5,0.44,-41.2,0.05,83,12,0.99607,3.11,0.48,10,0,8,4
"10489",13221,4,7.1,1.07,0.3,6.6,0.025,-68,138,1.01177,3.18,-0.55,5.9,0,8,2
"10490",13222,2,13.4,0.37,0.07,1.4,0.048,-157,144,0.9922,3.17,-1,10.4892362598141,-1,7,0
"10491",13224,0,9.8,0.44,-0.46,34.6,0.063,9,-147,0.94807,3.24,0.527111782477341,10.8,0,11,0
"10492",13225,0,-4.1,0.25,-0.25,1.2,0.619,54,179,0.9932,3.3,0.64,9.8,1,8,0
"10493",13227,2,6.2,0.2,-0.96,107,0.055,-123,120,0.99767,2.48,1.86,9.6,-2,7,2
"10494",13229,5,8.6,0.56,1.15,7.45,0.092,-73,94,0.98191,2.99,-0.04,9.2,2,8,2
"10495",13231,4,8,-1.11,0.2,-17.3,0.038,182,491,0.99566,3.12,0.56,10,0,9,1
"10496",13232,4,2.4,0.21,-1.63,-61.3,0.051,-42,-62,0.98449,2.57,0.527111782477341,10.9,0,7,1
"10497",13233,0,7.3,0.49,0.1,2.6,0.068,4,14,1.01926,3.3,0.527111782477341,10.4892362598141,-1,8,0
"10498",13234,0,17.8,0.08,2.12,19.6,0.347,30.8455712874547,248,0.94818,3.39,-0.23,9.6,1,9,0
"10499",13235,5,7.2,1.24,1.3,-3.4,-0.624,49,192,0.9979,2.52,-1.27,9,0,8,2
"10500",13236,4,6,0.14,0.26,5.6,-0.561,-93,127,1.03799,1.98,-0.57,9.8,0,6,2
"10501",13237,5,6.3,0.55,0.45,68.2,0.442,33,416,1.01855,3.2,0.527111782477341,8.9,1,7,2
"10502",13238,4,5.8,-1.17,0.96,1.5,-0.413,309,120.714232642615,0.98871,2.96,0.92,7.4,0,6,0
"10503",13239,0,9.9,1.22,-1.67,2.3,0.03,381,575,0.9982,3.21,0.5,9.5,-1,11,0
"10504",13241,5,6.6,-1.15,0.24,3.3,-0.539,-110,99,0.99031,3.41,0.4,12.3,0,7,4
"10505",13242,3,5.9,0.45,2.35,-25.95,0.33,23,-196,0.95226,2.47,0.527111782477341,4.8,-1,8,0
"10506",13243,3,8.3,-0.19,0.49,19.8,0.054,50,-123,0.98055,3.25,0.64,5.2,0,9,0
"10507",13244,3,15,0.24,0.94,-6.6,0.053,45,-228,1.04108,2.01,-0.9,12.1,0,7,1
"10508",13245,3,6.6,0.48,0.24,1.3,-0.174,42.5,204,1.01543,3.67,-0.84,8.2,0,7,2
"10509",13246,6,6.9,0.19,-1.28,1.7,-0.29,30.8455712874547,-232,1.08393,3.21,0.527111782477341,14.2,1,7,3
"10510",13247,5,6.8,-0.58,-0.61,-57.2,0.504,-465,571,1.01745,2.24,0.61,11.2,0,7,2
"10511",13248,4,12.1,-0.51,0.35,1.6,-0.051,24,138,1.02964,3.19,0.44,9.7,1,8,2
"10512",13251,6,7.8,1.05,0.32,42.4,-0.327,34,115,0.95556,2.36,-0.34,10.3,1,8,2
"10513",13252,0,6.1,-1,0.4,5.41873306511208,0.066,40.5,165,1.00261,3.25,0.5,11.9,2,7,1
"10514",13253,0,7.9,0.98,-0.39,-26.4,0.371,289,96,0.94669,2.31,0.38,9.5,1,7,2
"10515",13254,0,9.5,0.885,0.27,2.3,0.047,143,-271,0.96827,2.28,0.53,9.4,0,11,1
"10516",13255,4,7.2,-1.21,0.42,1.6,-0.022,-237,135,0.992,3.72,-0.55,11,0,8,2
"10517",13257,4,7.4,0.24,2.42,52.4,0.438,143,95,0.96516,3.09,0.39,11.1,0,8,1
"10518",13258,4,-12.1,1.635,0.23,7.7,-0.395,20,84,0.95306,3.21,0.527111782477341,9.3,1,9,3
"10519",13259,6,6.1,0.02,0.32,12.7,-0.364,13,-201,1.04443,3.22,2.53,13,2,8,2
"10520",13260,4,7.1,1.71,-2.3,1.5,0.054,410,-233,1.00876,4.33,0.48,11.1,0,8,0
"10521",13262,4,7.7,-0.09,0.24,1.8,0.051,124,67,0.9928,3.23,-0.19,10.8,0,8,0
"10522",13264,5,-2.8,-0.6,0.35,12,0.412,47,179,0.998,3.99,1.7,10,2,7,2
"10523",13265,8,7.3,1.18,0.37,9,0.591,30.8455712874547,-714,0.96599,3.39,-1.2,9.7,2,8,3
"10524",13266,5,3.6,0.22,0.35,33.7,0.948,-123,87,0.99092,3.29,-0.03,12.5,0,6,3
"10525",13267,0,5.2,-0.385,0.12,2.6,0.092,10,28,0.9642,3.58,1.86,10.4892362598141,2,9,0
"10526",13269,3,7.1,0.24,0.41,64.2,0.046,-110,145,0.9998,3.16,0.39,11.6,0,8,2
"10527",13270,3,6.9,0.16,0.73,9.6,0.532,30.8455712874547,-219,0.9866,3.39,0.38,9.6,-1,7,0
"10528",13271,4,10.3,0.26,0.53,1.2,-0.06,25,109,1.02732,2.67,0.28,16.4,0,10,2
"10529",13272,4,6.6,1.02,0.27,25.5,-0.543,37,146,0.94873,3.05,0.47,10.1,1,7,3
"10530",13273,5,-4,0.1,-2.09,5.2,0.043,-117,120.714232642615,0.99116,3.17,-0.61,8.4,1,7,2
"10531",13274,5,6.9,0.21,0.24,30.2,0.515,201,485,0.99358,3.73,0.59,5.5,1,8,3
"10532",13276,0,7.5,0.67,0.94,63.2,-0.414,132,84,0.9938,4.19,0.39,11.5,2,10,0
"10533",13278,0,8.8,0.78,0.1,-61.9,0.09,8,13,0.98071,4.42,0.49,9.5,-1,9,0
"10534",13279,4,24,0.19,0.35,1.7,0.036,268,120.714232642615,0.99438,2.57,0.54,10.8,-1,7,2
"10535",13280,3,6.5,0.35,0.31,17.1,-0.028,58,170,0.9556,2.71,0.71,5.8,0,7,3
