"","Type","Gender","Color1","Color2","Color3","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","purebreed"
"13614","Dog","Female","Brown","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"3","Mixed Breed",0,"2","3","No"
"13615","Dog","Male","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",2,0,NA,3,"4","Mixed Breed",0,"1","6","No"
"13616","Dog","Female","Black","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,0,NA,4,"4","Mixed Breed",0,"2","3","No"
"13617","Dog","Female","White",NA,NA,"Medium","Long","Yes","Yes","No","Healthy",1,0,NA,1,"1","Mixed Breed",0,"1","4","No"
"13618","Dog","Mixed","Black","Brown",NA,"Medium","Short","No","No","Yes","Healthy",6,0,NA,4,"4","Mixed Breed",0,"2","5","No"
"13619","Dog","Male","Brown","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,8,"2","Mixed Breed",0,"2","6","No"
"13620","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,4,"4","Mixed Breed",1,"1","3","No"
"13621","Dog","Female","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,0,NA,5,"3","Mixed Breed",0,"1","4","No"
"13622","Dog","Mixed","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",4,0,NA,1,"3","Mixed Breed",0,"2","6","No"
"13623","Dog","Female","Black","White",NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,4,"3","Mixed Breed",0,"2","4","No"
"13624","Dog","Male","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,50,NA,1,"4","Mixed Breed",0,"1","6","No"
"13625","Dog","Female","Black","Brown",NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,3,"4","Mixed Breed",0,"2","4","No"
"13626","Dog","Mixed","Black","Brown","Gray","Medium","Short","No","No","No","Healthy",3,0,NA,7,"2","Mixed Breed",0,"3","6","No"
"13627","Dog","Female","White",NA,NA,"Medium","Medium","No","No","No","Healthy",1,0,1,1,"1","Mixed Breed",0,"1","6","No"
"13628","Dog","Male","Brown","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,2,"4","Mixed Breed",0,"2","6","No"
"13629","Dog","Male","Black",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,2,"2","Mixed Breed",0,"1","6","No"
"13630","Dog","Female","Brown","Cream","White","Medium","Medium","Yes","Yes","No","Healthy",1,100,NA,2,"2","Mixed Breed",0,"3","4","No"
"13631","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","Yes","Minor Injury",1,0,NA,3,"4","Mixed Breed",5,"1","3","No"
"13632","Dog","Male","Black","Brown",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Mixed Breed",0,"2","4","No"
"13633","Dog","Female","Brown",NA,NA,"Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",3,0,NA,5,"2","Mixed Breed",0,"1","9","No"
"13634","Dog","Female","Black",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"4","Mixed Breed",0,"1","4","No"
"13635","Dog","Male","Black",NA,NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,5,"4","Mixed Breed",0,"1","6","No"
"13636","Dog","Female","Black","Brown","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"3","Mixed Breed",2,"3","3","No"
"13637","Dog","Female","Black","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,1,"2","Mixed Breed",0,"2","6","No"
"13638","Dog","Female","Black",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,1,NA,4,"2","Mixed Breed",0,"1","4","No"
"13639","Dog","Female","Brown",NA,NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,1,"3","Mixed Breed",0,"1","5","No"
"13640","Dog","Female","Black","Brown","White","Medium","Short","No","No","No","Healthy",4,0,NA,4,"2","Mixed Breed",0,"3","6","No"
"13641","Dog","Female","Black","Brown","White","Medium","Short","No","No","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"3","6","No"
"13642","Dog","Mixed","Black","Brown","White","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",5,0,NA,18,"2","Mixed Breed",0,"3","9","No"
"13643","Dog","Female","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"2","6","No"
"13644","Dog","Female","Black",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,1,"3","Mixed Breed",0,"1","6","No"
"13645","Dog","Female","Black","Brown","White","Medium","Short","No","Yes","No","Healthy",3,0,NA,4,"2","Mixed Breed",0,"3","5","No"
"13646","Dog","Male","Black","Brown",NA,"Small","Medium","No","No","No","Healthy",2,0,NA,2,"0","Mixed Breed",0,"2","6","No"
"13647","Dog","Female","Black","Brown","White","Medium","Short","Yes","Yes","Yes","Healthy",1,100,NA,2,"2","Mixed Breed",1,"3","3","No"
"13648","Dog","Male","Black","Brown","Cream","Medium","Short","Yes","Yes","Yes","Healthy",4,0,NA,5,"1","Mixed Breed",0,"3","3","No"
"13649","Dog","Mixed","Black","Brown","White","Medium","Short","No","Yes","No","Healthy",17,0,NA,14,"3","Mixed Breed",0,"3","5","No"
"13650","Dog","Male","Black","Brown",NA,"Large","Short","No","No","No","Healthy",1,0,NA,6,"3","Mixed Breed",0,"2","6","No"
"13651","Dog","Female","Brown",NA,NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,9,"3","Mixed Breed",0,"1","6","No"
"13652","Dog","Female","Black",NA,NA,"Medium","Short","Not Sure","Not Sure","Yes","Healthy",1,0,NA,1,"2","Mixed Breed",0,"1","7","No"
"13653","Dog","Female","Black","Brown",NA,"Medium","Short","No","Yes","No","Healthy",2,0,NA,26,"3","Mixed Breed",0,"2","5","No"
"13654","Dog","Male","Black",NA,NA,"Small","Short","Yes","Yes","Not Sure","Healthy",1,0,NA,2,"2","Mixed Breed",0,"1","5","No"
"13655","Dog","Female","Black","Brown",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Mixed Breed",2,"2","3","No"
"13656","Dog","Male","Brown","White",NA,"Medium","Medium","Yes","Yes","No","Minor Injury",1,350,NA,4,"3","Mixed Breed",0,"2","4","No"
"13657","Dog","Male","Black",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,5,"2","Mixed Breed",0,"1","5","No"
"13658","Dog","Mixed","Brown",NA,NA,"Large","Short","No","No","No","Healthy",3,0,NA,5,"3","Mixed Breed",0,"1","6","No"
"13659","Dog","Male","Brown",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"1","5","No"
"13660","Dog","Female","Black","Yellow","White","Small","Medium","No","No","No","Healthy",1,0,NA,6,"1","Mixed Breed",0,"3","6","No"
"13661","Dog","Male","Brown","White",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",5,0,NA,2,"4","Mixed Breed",0,"2","8","No"
"13662","Dog","Female","Brown","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,150,NA,3,"4","Mixed Breed",1,"2","3","No"
"13663","Dog","Female","Brown","White",NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,3,"1","Mixed Breed",0,"2","5","No"
"13664","Dog","Female","Golden","Cream",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"3","Mixed Breed",10,"2","3","No"
"13665","Dog","Female","Golden",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,8,"1","Mixed Breed",1,"1","3","No"
"13666","Dog","Female","Black","Brown",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,50,NA,3,"3","Mixed Breed",0,"2","4","No"
"13667","Dog","Male","Black","Brown",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,5,"1","Mixed Breed",0,"2","4","No"
"13668","Dog","Female","Black",NA,NA,"Medium","Short","No","No","Yes","Healthy",1,0,NA,1,"4","Mixed Breed",2,"1","5","No"
"13669","Dog","Female","Brown","White",NA,"Medium","Short","No","No","No","Healthy",1,50,NA,1,"3","Mixed Breed",0,"2","6","No"
"13670","Dog","Male","Brown","Golden",NA,"Medium","Short","No","No","Not Sure","Healthy",1,0,NA,0,"4","Mixed Breed",3,"2","7","No"
"13671","Dog","Male","Cream",NA,NA,"Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"3","Mixed Breed",0,"1","8","No"
"13672","Dog","Female","Black",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,NA,5,"4","Mixed Breed",0,"1","9","No"
"13673","Dog","Male","Black","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,11,"1","Mixed Breed",0,"2","4","No"
"13674","Dog","Female","Black","Brown",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",3,0,NA,2,"4","Mixed Breed",0,"2","3","No"
"13675","Dog","Male","Black","Brown","White","Medium","Short","No","No","No","Healthy",3,0,NA,3,"2","Mixed Breed",0,"3","6","No"
"13676","Dog","Male","Brown","White",NA,"Small","Medium","No","No","No","Minor Injury",1,0,NA,2,"2","Mixed Breed",0,"2","6","No"
"13677","Dog","Female","Brown",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,2,"3","Mixed Breed",0,"1","6","No"
"13678","Dog","Mixed","Black","Brown","White","Medium","Short","No","No","No","Healthy",5,30,NA,5,"4","Mixed Breed",0,"3","6","No"
"13679","Dog","Male","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,2,"2","Mixed Breed",0,"2","6","No"
"13680","Dog","Female","Brown",NA,NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,2,"2","Mixed Breed",0,"1","6","No"
"13681","Dog","Female","Black","White",NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,3,"3","Mixed Breed",0,"2","4","No"
"13682","Dog","Male","Brown",NA,NA,"Medium","Medium","Not Sure","Yes","Yes","Healthy",1,0,NA,6,"4","Mixed Breed",5,"1","5","No"
"13683","Dog","Male","Brown",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,1,NA,4,"4","Mixed Breed",0,"1","9","No"
"13684","Dog","Female","Yellow","Cream",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,10,"3","Mixed Breed",0,"2","3","No"
"13685","Dog","Female","White",NA,NA,"Medium","Short","No","No","No","Healthy",1,20,NA,1,"3","Mixed Breed",0,"1","6","No"
"13686","Dog","Male","Cream",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Mixed Breed",0,"1","3","No"
"13687","Dog","Female","Black","Brown","Cream","Medium","Short","No","Yes","No","Healthy",2,0,NA,10,"1","Mixed Breed",0,"3","5","No"
"13688","Dog","Male","Black","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,120,NA,1,"4","Mixed Breed",2,"2","3","No"
"13689","Dog","Male","Cream",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,NA,2,"3","Mixed Breed",2,"1","9","No"
"13690","Dog","Male","Black","Brown",NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,7,"2","Mixed Breed",0,"2","5","No"
"13691","Dog","Female","Black","Brown","Golden","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"4","Mixed Breed",0,"3","9","No"
"13692","Dog","Female","Black","Gray",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,1,"3","Mixed Breed",0,"2","6","No"
"13693","Dog","Male","Brown",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"1","5","No"
"13694","Dog","Mixed","Brown","Yellow","White","Medium","Short","No","No","No","Healthy",3,0,NA,6,"2","Mixed Breed",0,"3","6","No"
"13695","Dog","Female","Gray",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,4,"4","Mixed Breed",0,"1","4","No"
"13696","Dog","Female","Golden","Cream",NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"4","Mixed Breed",0,"2","9","No"
"13697","Dog","Male","Black",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,7,"4","Mixed Breed",0,"1","6","No"
"13698","Dog","Female","Black","Brown",NA,"Medium","Short","Yes","No","No","Healthy",1,0,1,5,"1","Mixed Breed",0,"2","5","No"
"13699","Dog","Female","Black",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,3,"4","Mixed Breed",5,"1","9","No"
"13700","Dog","Male","Black","Brown",NA,"Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,NA,3,"3","Mixed Breed",0,"2","8","No"
"13701","Dog","Male","Black","Brown","White","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,NA,1,"1","Mixed Breed",0,"3","8","No"
"13702","Dog","Female","Brown","White",NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,13,"3","Mixed Breed",0,"2","4","No"
"13703","Dog","Female","Golden","Cream","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"3","Mixed Breed",1,"3","3","No"
"13704","Dog","Mixed","Black","Brown","White","Large","Long","No","No","No","Healthy",8,0,NA,3,"3","Mixed Breed",0,"3","6","No"
"13705","Dog","Mixed","Black","Yellow",NA,"Medium","Medium","No","No","No","Minor Injury",2,0,NA,4,"2","Mixed Breed",0,"2","6","No"
"13706","Dog","Female","Brown",NA,NA,"Large","Short","No","Yes","No","Healthy",1,0,NA,4,"3","Mixed Breed",0,"1","5","No"
"13707","Dog","Mixed","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",2,0,NA,5,"4","Mixed Breed",0,"1","6","No"
"13708","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,5,"2","Mixed Breed",0,"1","4","No"
"13709","Dog","Mixed","Brown",NA,NA,"Medium","Short","Yes","Yes","Not Sure","Healthy",3,0,NA,5,"3","Mixed Breed",0,"1","5","No"
"13710","Dog","Female","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,13,"2","Mixed Breed",0,"1","6","No"
"13711","Dog","Male","Brown","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,6,"3","Mixed Breed",1,"2","6","No"
"13712","Dog","Female","Brown","White",NA,"Small","Short","No","No","No","Healthy",1,0,NA,5,"4","Mixed Breed",0,"2","6","No"
"13713","Dog","Female","Cream",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,1,"4","Mixed Breed",1,"1","4","No"
"13714","Dog","Male","Black","Brown","White","Medium","Short","No","Yes","No","Healthy",3,0,NA,4,"3","Mixed Breed",0,"3","5","No"
"13715","Dog","Male","Black","Brown","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Mixed Breed",0,"3","4","No"
"13716","Dog","Male","Brown",NA,NA,"Large","Short","No","Yes","Yes","Healthy",1,0,NA,1,"1","Mixed Breed",1,"1","4","No"
"13717","Dog","Male","Black","Brown",NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,5,"2","Mixed Breed",0,"2","5","No"
"13718","Dog","Female","Brown","Yellow",NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,1,30,"3","Mixed Breed",0,"2","4","No"
"13719","Dog","Female","Brown",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,2,"2","Mixed Breed",0,"1","5","No"
"13720","Dog","Male","Black",NA,NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,2,"2","Mixed Breed",0,"1","5","No"
"13721","Dog","Female","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,5,"4","Mixed Breed",0,"2","6","No"
"13722","Dog","Female","Black","Brown",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,1,"4","Mixed Breed",0,"2","5","No"
"13723","Dog","Female","Black","Brown",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"2","Mixed Breed",0,"2","8","No"
"13724","Dog","Male","Black","Brown",NA,"Medium","Long","No","No","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"2","6","No"
"13725","Dog","Male","Brown","Golden",NA,"Small","Medium","No","No","No","Healthy",1,50,NA,1,"4","Mixed Breed",0,"2","6","No"
"13726","Dog","Female","Brown","White",NA,"Large","Short","No","Yes","No","Healthy",1,150,NA,3,"1","Mixed Breed",0,"2","5","No"
"13727","Dog","Female","Black","Brown",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,6,"3","Mixed Breed",0,"2","4","No"
"13728","Dog","Female","Brown","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Mixed Breed",0,"2","4","No"
"13729","Dog","Male","Black","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"2","6","No"
"13730","Dog","Male","Black",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"4","Mixed Breed",2,"1","9","No"
"13731","Dog","Female","Black","Brown","White","Small","Short","Yes","Yes","No","Healthy",1,0,NA,2,"4","Mixed Breed",0,"3","4","No"
"13732","Dog","Female","Cream",NA,NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,2,"3","Mixed Breed",0,"1","5","No"
"13733","Dog","Mixed","Black","Brown","Cream","Medium","Medium","Yes","Yes","No","Healthy",5,0,NA,11,"1","Mixed Breed",0,"3","4","No"
"13734","Dog","Female","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",1,0,1,5,"3","Mixed Breed",0,"2","6","No"
"13735","Dog","Male","Brown","White",NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"1","Mixed Breed",0,"2","9","No"
"13736","Dog","Male","Black","Brown","White","Medium","Short","No","Yes","No","Minor Injury",1,0,NA,2,"2","Mixed Breed",0,"3","5","No"
"13737","Dog","Female","Black","White",NA,"Medium","Short","No","Yes","No","Healthy",1,100,NA,2,"2","Mixed Breed",0,"2","5","No"
"13738","Dog","Mixed","Black","Brown","White","Medium","Medium","Yes","Yes","Not Sure","Healthy",3,10,3,4,"0","Mixed Breed",0,"3","5","No"
"13739","Dog","Male","Black",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,50,1,5,"3","Mixed Breed",0,"1","4","No"
"13740","Dog","Female","Yellow","Cream",NA,"Medium","Medium","Yes","Yes","Not Sure","Healthy",1,100,NA,2,"4","Mixed Breed",0,"2","5","No"
"13741","Dog","Female","Brown","White",NA,"Medium","Short","Yes","Yes","No","Healthy",1,100,NA,3,"4","Mixed Breed",0,"2","4","No"
"13742","Dog","Male","Black",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,50,NA,1,"3","Mixed Breed",0,"1","5","No"
"13743","Dog","Female","Black","Brown","White","Medium","Medium","Yes","Yes","No","Healthy",3,0,NA,10,"3","Mixed Breed",0,"3","4","No"
"13744","Dog","Male","Cream",NA,NA,"Medium","Medium","Not Sure","Not Sure","No","Minor Injury",1,0,NA,8,"4","Mixed Breed",1,"1","8","No"
"13745","Dog","Female","Brown",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,1,"2","Mixed Breed",0,"1","5","No"
"13746","Dog","Female","Black","Gray","White","Medium","Long","Yes","Yes","No","Healthy",1,0,NA,5,"2","Mixed Breed",0,"3","4","No"
"13747","Dog","Male","Brown",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,4,"4","Mixed Breed",1,"1","4","No"
"13748","Dog","Female","Black",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"4","Mixed Breed",0,"1","9","No"
"13749","Dog","Female","Black","Brown","White","Medium","Short","No","Yes","No","Healthy",2,200,NA,4,"4","Mixed Breed",0,"3","5","No"
"13750","Dog","Male","Brown",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,8,"4","Mixed Breed",2,"1","3","No"
"13751","Dog","Mixed","Black","Brown","White","Medium","Short","Yes","Yes","Yes","Healthy",2,0,NA,3,"3","Mixed Breed",0,"3","3","No"
"13752","Dog","Male","Black","Brown","White","Medium","Medium","No","No","No","Healthy",5,0,NA,1,"3","Mixed Breed",0,"3","6","No"
"13753","Dog","Male","Brown","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,3,"0","Mixed Breed",0,"2","6","No"
"13754","Dog","Male","Black","White",NA,"Medium","Medium","No","No","No","Healthy",2,0,NA,2,"2","Mixed Breed",0,"2","6","No"
"13755","Dog","Mixed","Brown","Gray","White","Small","Short","No","No","No","Healthy",8,0,NA,5,"2","Mixed Breed",0,"3","6","No"
"13756","Dog","Male","White",NA,NA,"Medium","Short","No","Yes","Not Sure","Healthy",1,0,NA,3,"4","Mixed Breed",0,"1","6","No"
"13757","Dog","Male","Cream","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,2,"0","Mixed Breed",6,"2","4","No"
"13758","Dog","Male","Black","Brown",NA,"Small","Short","No","No","No","Healthy",1,0,NA,1,"4","Mixed Breed",0,"2","6","No"
"13759","Dog","Female","Black","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,1,"2","Mixed Breed",0,"2","5","No"
"13760","Dog","Female","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,14,"3","Mixed Breed",0,"1","6","No"
"13761","Dog","Mixed","Black","Brown","Cream","Medium","Short","Yes","Yes","Yes","Healthy",2,200,NA,7,"2","Mixed Breed",0,"3","3","No"
"13762","Dog","Mixed","Black","Brown","White","Medium","Medium","No","No","No","Healthy",6,0,NA,1,"4","Mixed Breed",0,"3","6","No"
"13763","Dog","Male","Black","Brown",NA,"Large","Short","No","Yes","No","Healthy",1,50,NA,4,"4","Mixed Breed",0,"2","5","No"
"13764","Dog","Male","Gray",NA,NA,"Small","Medium","Not Sure","Not Sure","Yes","Healthy",2,0,NA,6,"3","Mixed Breed",3,"1","7","No"
"13765","Dog","Male","Black",NA,NA,"Extra Large","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,NA,1,"3","Mixed Breed",2,"1","9","No"
"13766","Dog","Male","Brown",NA,NA,"Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,NA,1,"4","Mixed Breed",0,"1","5","No"
"13767","Dog","Female","Black","Brown","White","Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,6,"1","Mixed Breed",0,"3","4","No"
"13768","Dog","Female","Brown","White",NA,"Medium","Short","Yes","Yes","No","Healthy",1,50,NA,4,"3","Mixed Breed",0,"2","4","No"
"13769","Dog","Female","Golden","Cream","White","Medium","Short","Yes","Yes","No","Minor Injury",1,0,1,10,"2","Mixed Breed",0,"3","4","No"
"13770","Dog","Female","Black","Brown","Golden","Large","Medium","Yes","Yes","Yes","Healthy",1,0,NA,7,"1","Mixed Breed",0,"3","3","No"
"13771","Dog","Female","Brown",NA,NA,"Small","Medium","No","Yes","Yes","Healthy",1,0,NA,0,"4","Mixed Breed",0,"1","4","No"
"13772","Dog","Male","Cream","White",NA,"Small","Long","Yes","Yes","Not Sure","Healthy",2,0,NA,5,"4","Mixed Breed",4,"2","5","No"
"13773","Dog","Female","Black",NA,NA,"Medium","Short","No","No","No","Serious Injury",2,0,NA,2,"2","Mixed Breed",0,"1","6","No"
"13774","Dog","Female","Yellow","Cream",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,4,"3","Mixed Breed",1,"2","3","No"
"13775","Dog","Female","Black","Cream","White","Medium","Short","No","Yes","No","Healthy",1,0,NA,3,"2","Mixed Breed",0,"3","5","No"
"13776","Dog","Female","Cream","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,4,"1","Mixed Breed",0,"2","4","No"
"13777","Dog","Female","Brown",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"3","Mixed Breed",1,"1","3","No"
"13778","Dog","Female","Brown","White",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,1,"2","Mixed Breed",0,"2","8","No"
"13779","Dog","Female","Brown",NA,NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,9,"2","Mixed Breed",0,"1","5","No"
"13780","Dog","Male","Brown",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,20,NA,1,"4","Mixed Breed",2,"1","9","No"
"13781","Dog","Female","Black","Brown",NA,"Medium","Short","No","No","No","Healthy",2,0,NA,1,"4","Mixed Breed",0,"2","6","No"
"13782","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,16,"3","Mixed Breed",7,"1","3","No"
"13783","Dog","Female","Cream","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"4","Mixed Breed",0,"2","4","No"
"13784","Dog","Male","Brown","Golden","White","Medium","Short","No","No","No","Healthy",1,0,NA,2,"0","Mixed Breed",0,"3","6","No"
"13785","Dog","Female","Black",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Mixed Breed",1,"1","3","No"
"13786","Dog","Male","Black",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,6,"2","Mixed Breed",0,"1","4","No"
"13787","Dog","Male","Black","Brown","White","Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,10,"3","Mixed Breed",0,"3","3","No"
"13788","Dog","Male","Black","Brown","White","Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,5,"2","Mixed Breed",0,"3","4","No"
"13789","Dog","Female","Brown","Cream",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Mixed Breed",1,"2","3","No"
"13790","Dog","Female","Black","Brown","White","Medium","Short","No","No","No","Healthy",1,0,NA,2,"3","Mixed Breed",0,"3","6","No"
"13791","Dog","Mixed","Black","Brown","Yellow","Small","Short","No","No","No","Minor Injury",2,0,NA,3,"4","Mixed Breed",0,"3","6","No"
"13792","Dog","Male","Yellow","Cream","White","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",4,0,NA,1,"1","Mixed Breed",0,"3","9","No"
"13793","Dog","Mixed","Black","Brown","White","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",7,0,NA,5,"4","Mixed Breed",0,"3","9","No"
"13794","Dog","Female","Brown","White",NA,"Small","Medium","Yes","Yes","Not Sure","Healthy",1,0,NA,3,"4","Mixed Breed",1,"2","5","No"
"13795","Dog","Female","Black","Cream",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,5,"3","Mixed Breed",0,"2","5","No"
"13796","Dog","Female","Cream",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,1,"2","Mixed Breed",0,"1","4","No"
"13797","Dog","Male","Golden","Cream",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,80,3,20,"4","Mixed Breed",2,"2","3","No"
"13798","Dog","Mixed","Brown","Cream",NA,"Medium","Short","No","No","No","Healthy",7,0,NA,9,"3","Mixed Breed",0,"2","6","No"
"13799","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,5,"1","Mixed Breed",0,"1","4","No"
"13800","Dog","Male","White",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,11,"2","Mixed Breed",0,"1","4","No"
"13801","Dog","Mixed","Black","Brown","Cream","Medium","Medium","No","Yes","No","Healthy",3,0,NA,5,"1","Mixed Breed",0,"3","5","No"
