"","Gender","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","ColorName1","ColorName2","ColorName3","height_low_inches","height_high_inches","weight_low_lbs","weight_high_lbs","avg_weight","size","hypoallergenic"
"7332","2","2","1","2","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7333","2","2","2","3","3","2","1",1,0,0,1,"1","Mixed Breed",0,"2","8","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7334","2","2","1","2","2","2","1",1,0,0,1,"0","Mixed Breed",0,"3","6","Black","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7335","1","2","1","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7336","2","2","2","1","1","2","1",1,0,0,4,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7337","1","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"3","4","Black","Brown","Gray",NA,NA,NA,NA,NA,NA,NA
"7338","2","2","1","1","1","1","1",1,0,0,2,"1","Mixed Breed",2,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7339","3","2","2","2","1","3","1",2,0,0,1,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7340","2","2","2","1","1","2","1",2,0,0,12,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7341","2","3","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",1,"3","3","Black","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7342","2","1","1","1","1","2","1",1,0,0,8,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7343","3","2","2","2","2","2","1",3,0,0,3,"1","Mixed Breed",0,"2","6","Brown","Gray",NA,NA,NA,NA,NA,NA,NA,NA
"7344","2","2","1","1","1","2","1",1,0,0,3,"1","Mixed Breed",0,"2","4","Golden","White",NA,NA,NA,NA,NA,NA,NA,NA
"7345","1","2","1","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"2","4","Golden","White",NA,NA,NA,NA,NA,NA,NA,NA
"7346","1","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7347","1","2","2","2","2","2","1",1,0,1,1,"1","Mixed Breed",1,"2","6","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"7348","3","1","1","2","2","2","1",9,0,0,4,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7349","2","2","1","2","2","1","1",1,0,0,1,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7350","1","2","2","2","2","2","1",1,0,0,6,"1","Mixed Breed",0,"2","6","Black","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"7351","1","2","1","1","1","1","1",1,0,0,13,"1","Mixed Breed",2,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7352","1","2","1","1","1","1","1",2,0,0,3,"1","Mixed Breed",0,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7353","2","2","2","2","2","2","1",1,20,0,12,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7354","3","2","2","2","2","2","1",3,0,0,21,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7355","3","2","1","2","2","2","1",3,0,0,11,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7356","2","2","1","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7357","2","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",2,"2","3","Brown","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"7358","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7359","2","1","1","1","3","2","1",1,0,0,4,"1","Mixed Breed",0,"2","6","Yellow","White",NA,NA,NA,NA,NA,NA,NA,NA
"7360","1","2","1","1","1","1","1",2,0,1,20,"1","Mixed Breed",0,"3","3","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7361","2","2","2","1","1","1","1",1,0,0,3,"1","Mixed Breed",1,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7362","2","2","1","2","2","3","1",1,0,0,4,"1","Mixed Breed",2,"1","7","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7363","2","1","2","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7364","3","2","2","3","3","3","1",7,0,0,5,"1","Mixed Breed",0,"3","9","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7365","2","2","2","2","1","2","1",3,0,0,8,"1","Mixed Breed",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7366","2","2","1","1","1","1","1",1,0,1,6,"1","Mixed Breed",0,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7367","2","2","1","3","3","2","1",1,0,0,4,"1","Mixed Breed",0,"1","8","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7368","2","2","1","1","1","1","1",1,0,0,5,"1","Mixed Breed",0,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7369","2","2","2","1","1","3","1",1,0,0,3,"1","Mixed Breed",2,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7370","1","3","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7371","3","2","1","2","2","2","1",5,0,0,1,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7372","2","2","1","1","1","2","1",1,0,0,4,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7373","2","2","1","1","1","1","1",1,0,0,4,"1","Mixed Breed",2,"2","3","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"7374","3","2","1","2","2","2","1",4,0,0,0,"1","Mixed Breed",0,"3","6","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,NA
"7375","3","2","1","2","2","1","1",4,8,0,4,"1","Mixed Breed",2,"3","5","Brown","Yellow","Cream",NA,NA,NA,NA,NA,NA,NA
"7376","2","2","1","2","2","2","1",5,0,0,9,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7377","2","3","2","1","1","2","1",1,0,0,10,"1","Mixed Breed",0,"3","4","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,NA
"7378","2","2","1","3","3","2","1",1,0,0,1,"1","Mixed Breed",0,"1","8","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7379","1","2","1","1","1","2","1",1,0,0,4,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7380","2","2","1","1","1","2","1",1,40,0,1,"1","Mixed Breed",0,"1","4","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7381","2","2","1","1","1","1","1",1,0,0,7,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7382","3","2","2","2","2","3","1",5,0,0,8,"1","Mixed Breed",0,"3","7","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7383","2","2","2","2","2","2","1",3,0,0,2,"1","Mixed Breed",0,"2","6","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"7384","1","2","1","1","1","1","1",1,0,0,4,"1","Mixed Breed",0,"3","3","Black","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7385","1","3","2","2","1","2","1",1,0,0,6,"1","Mixed Breed",1,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7386","2","2","1","2","1","2","1",1,0,0,9,"1","Mixed Breed",0,"2","5","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7387","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7388","1","2","2","1","1","1","1",1,0,0,1,"1","Mixed Breed",1,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7389","1","2","1","1","1","2","1",1,0,0,7,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7390","2","2","1","2","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7391","2","2","1","1","1","1","1",1,0,0,15,"1","Mixed Breed",2,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7392","2","2","1","2","1","2","1",1,0,0,11,"1","Mixed Breed",0,"2","5","Black","Golden",NA,NA,NA,NA,NA,NA,NA,NA
"7393","1","3","1","1","1","2","1",1,235,0,4,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7394","2","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"3","6","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,NA
"7395","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7396","2","2","1","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7397","2","2","2","2","1","1","1",1,0,0,10,"1","Mixed Breed",1,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7398","2","2","1","3","3","1","1",1,0,0,4,"1","Mixed Breed",1,"1","7","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7399","1","2","2","3","3","2","1",1,0,0,1,"1","Mixed Breed",0,"2","8","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7400","1","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7401","3","2","1","1","1","2","1",2,0,0,6,"1","Mixed Breed",0,"1","4","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7402","2","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",1,"3","6","Black","Brown","Yellow",NA,NA,NA,NA,NA,NA,NA
"7403","1","2","2","1","1","1","1",1,0,0,2,"1","Mixed Breed",2,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7404","3","2","1","2","1","2","1",2,80,0,4,"1","Mixed Breed",0,"3","5","Black","Brown","Gray",NA,NA,NA,NA,NA,NA,NA
"7405","1","2","1","1","1","2","1",1,0,0,4,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7406","2","2","1","1","1","2","1",1,0,0,6,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7407","1","2","1","2","2","2","1",1,0,0,9,"1","Mixed Breed",0,"2","6","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"7408","2","2","1","1","1","2","1",1,0,0,3,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7409","2","2","1","2","2","2","1",1,0,0,13,"1","Mixed Breed",0,"2","6","Black","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"7410","2","3","2","3","3","3","2",1,0,0,1,"1","Mixed Breed",2,"1","9","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7411","2","2","1","3","3","2","1",1,0,0,3,"1","Mixed Breed",0,"2","8","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7412","2","1","1","1","1","1","1",1,0,3,24,"1","Mixed Breed",1,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7413","3","1","1","2","2","2","1",5,0,0,2,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7414","1","2","1","1","1","2","1",1,50,0,5,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7415","2","2","1","2","1","2","1",1,0,1,1,"1","Mixed Breed",1,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7416","3","2","2","3","3","3","1",2,0,0,4,"1","Mixed Breed",1,"1","9","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7417","2","2","1","1","1","2","1",1,0,0,7,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7418","2","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7419","2","2","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",1,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7420","2","2","1","3","3","3","1",1,0,0,2,"1","Mixed Breed",0,"2","9","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7421","1","2","1","2","2","2","1",1,0,0,4,"1","Mixed Breed",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7422","2","2","1","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7423","3","2","2","3","3","3","1",4,0,0,4,"1","Mixed Breed",0,"3","9","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7424","2","2","1","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7425","2","2","2","2","2","2","1",1,0,0,4,"1","Mixed Breed",0,"2","6","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"7426","2","2","1","1","2","2","1",1,0,0,1,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7427","2","2","1","2","1","2","1",1,0,0,2,"1","Mixed Breed",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7428","1","2","1","1","1","1","1",1,0,0,2,"1","Mixed Breed",1,"2","3","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7429","1","2","2","2","2","1","1",1,0,0,1,"1","Mixed Breed",1,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7430","1","2","1","1","1","2","1",1,0,0,7,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7431","2","3","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7432","2","2","1","2","2","3","1",4,0,0,4,"1","Mixed Breed",0,"1","7","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7433","3","2","1","1","1","2","1",5,0,0,5,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7434","1","2","1","1","1","1","1",1,0,0,2,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7435","3","2","1","2","2","3","1",6,0,0,10,"1","Mixed Breed",0,"2","7","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7436","3","2","2","2","2","2","1",6,10,0,5,"1","Mixed Breed",0,"1","6","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7437","2","2","1","1","1","2","1",1,150,0,1,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7438","2","2","1","1","1","1","1",3,150,0,29,"1","Mixed Breed",0,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7439","2","2","1","2","2","2","1",1,0,0,1,"0","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7440","1","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",0,"1","3","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7441","2","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7442","1","3","2","1","1","1","1",1,150,0,1,"1","Mixed Breed",3,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7443","2","2","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7444","2","2","2","1","1","2","1",1,0,0,3,"0","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7445","1","2","2","1","1","3","1",1,10,0,5,"1","Mixed Breed",0,"2","5","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7446","2","3","2","2","2","2","1",1,0,0,5,"1","Mixed Breed",0,"2","6","Black","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"7447","3","2","2","2","1","3","1",5,0,0,5,"1","Mixed Breed",0,"3","6","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,NA
"7448","2","2","2","2","1","2","1",1,0,0,5,"1","Mixed Breed",0,"1","5","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7449","1","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7450","1","2","1","2","2","2","3",2,0,0,2,"1","Mixed Breed",0,"1","6","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7451","2","2","1","1","1","2","1",1,50,0,30,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7452","2","2","2","3","3","3","1",1,0,0,3,"1","Mixed Breed",0,"1","9","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7453","1","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",3,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7454","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7455","2","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",3,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7456","3","2","1","3","3","1","1",2,0,0,2,"1","Mixed Breed",1,"3","7","Black","Yellow","White",NA,NA,NA,NA,NA,NA,NA
"7457","1","1","1","1","1","1","1",1,0,0,4,"1","Mixed Breed",0,"1","3","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7458","1","2","2","2","2","2","1",1,0,0,4,"1","Mixed Breed",0,"1","6","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7459","1","2","1","3","3","3","1",1,0,0,5,"1","Mixed Breed",1,"1","9","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7460","1","1","1","3","3","3","1",1,0,0,4,"1","Mixed Breed",0,"2","9","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7461","1","2","1","2","2","2","1",1,0,0,4,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7462","1","3","2","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7463","2","1","1","1","1","1","1",1,100,0,2,"1","Mixed Breed",1,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7464","1","2","2","2","2","2","1",1,0,1,3,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7465","2","2","1","1","1","2","1",1,0,0,16,"1","Mixed Breed",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7466","2","2","1","2","1","2","1",1,0,0,4,"1","Mixed Breed",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7467","2","2","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",0,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7468","2","1","1","2","2","3","1",1,0,0,1,"1","Mixed Breed",0,"2","7","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7469","1","2","2","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7470","3","1","1","2","2","3","1",6,0,0,4,"1","Mixed Breed",0,"3","7","Brown","Yellow","Cream",NA,NA,NA,NA,NA,NA,NA
"7471","2","2","2","1","1","2","1",4,0,0,5,"1","Mixed Breed",0,"3","4","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7472","2","2","1","3","3","2","1",1,0,0,9,"1","Mixed Breed",0,"2","8","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7473","1","1","1","3","3","3","1",1,0,0,5,"1","Mixed Breed",0,"1","9","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7474","1","2","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",0,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7475","1","3","1","1","1","1","1",1,0,0,16,"1","Mixed Breed",2,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7476","2","2","2","1","1","1","1",1,0,0,1,"1","Mixed Breed",0,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7477","1","2","1","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7478","1","3","1","1","1","1","1",1,0,0,4,"1","Mixed Breed",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7479","2","2","3","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"3","4","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7480","2","2","2","2","2","2","1",6,0,0,0,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7481","2","2","1","1","1","1","1",1,0,0,6,"1","Mixed Breed",0,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7482","2","2","2","1","1","1","1",1,100,0,2,"1","Mixed Breed",6,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7483","2","2","2","2","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7484","1","2","1","1","1","3","1",1,0,0,2,"1","Mixed Breed",1,"3","5","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7485","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7486","2","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7487","2","2","1","2","1","2","1",1,5,0,1,"1","Mixed Breed",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7488","2","1","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",2,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7489","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7490","1","2","2","3","3","3","1",1,0,0,2,"1","Mixed Breed",0,"2","9","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7491","3","2","2","1","1","2","1",4,100,0,14,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7492","1","2","1","1","1","3","1",1,50,0,1,"1","Mixed Breed",1,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7493","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7494","2","2","2","1","1","3","1",1,0,0,2,"1","Mixed Breed",0,"2","5","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7495","3","2","2","2","2","2","1",5,0,0,11,"1","Mixed Breed",0,"3","6","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,NA
"7496","3","2","1","3","3","3","1",11,0,0,0,"1","Mixed Breed",0,"3","9","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"7497","1","2","1","3","3","2","1",1,0,0,1,"1","Mixed Breed",0,"2","8","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7498","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"7499","1","3","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7500","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",1,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7501","2","2","2","3","3","1","1",1,0,0,1,"1","Mixed Breed",1,"2","7","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"7502","2","1","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7503","1","2","1","1","1","1","1",1,0,0,10,"1","Mixed Breed",20,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7504","2","2","1","3","1","2","1",1,0,0,5,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"7505","2","2","1","2","2","2","1",1,50,0,5,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7506","2","2","2","2","2","1","1",1,0,0,4,"1","Mixed Breed",1,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7507","2","2","2","1","2","2","1",1,0,0,2,"1","Mixed Breed",2,"2","5","Yellow","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"7508","2","2","1","1","1","2","1",1,0,1,2,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7509","2","2","1","2","2","3","1",1,0,0,2,"0","Mixed Breed",0,"2","7","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"7510","1","2","2","2","3","2","1",1,0,0,1,"1","Mixed Breed",0,"1","7","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7511","2","2","2","1","2","1","1",1,0,0,1,"1","Mixed Breed",3,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"7512","1","2","1","1","1","1","1",1,0,0,6,"1","Mixed Breed",0,"3","3","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7513","3","2","3","2","2","2","1",2,0,0,2,"1","Mixed Breed",0,"3","6","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,NA
"7514","3","2","2","1","1","1","1",2,0,0,2,"1","Mixed Breed",0,"1","3","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7515","1","2","2","1","1","1","1",1,0,0,4,"1","Mixed Breed",5,"3","3","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"7516","1","2","1","2","1","2","1",4,0,0,4,"1","Mixed Breed",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
