"","Type","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds","purebreed","euth_risk"
"10225","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"2",3,"2","4","No","Medium"
"10226","Dog","Female","Brown","Large","Short","No","No","Not Sure","Healthy",1,0,3,"4",2,"2","7","No","High"
"10227","Dog","Female","Brown","Large","Short","No","Yes","No","Minor Injury",1,0,3,"4",0,"1","5","No","High"
"10228","Dog","Male","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",6,"3","3","No","High"
"10229","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,3,"3",2,"2","6","No","Medium"
"10230","Dog","Female","Black","Medium","Short","No","No","No","Healthy",2,0,3,"2",0,"3","6","No","Medium"
"10231","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,4,"2",0,"2","4","No","Medium"
"10232","Dog","Female","White","Small","Medium","Yes","Yes","Yes","Healthy",1,0,5,"3",3,"1","3","No","Medium"
"10233","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"1",0,"2","4","No","Low"
"10234","Dog","Male","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,150,11,"2",0,"3","3","No","Medium"
"10235","Dog","Female","Yellow","Small","Medium","No","Yes","Yes","Healthy",1,0,8,"3",0,"1","4","No","Medium"
"10236","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","Yes","Minor Injury",1,0,3,"4",1,"1","7","No","High"
"10237","Dog","Male","Brown","Medium","Medium","No","No","No","Healthy",1,1,2,"1",0,"2","6","No","Low"
"10238","Dog","Female","Black","Large","Short","Not Sure","Not Sure","No","Healthy",1,0,2,"3",0,"2","8","No","Medium"
"10239","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"1",0,"2","4","No","Low"
"10240","Dog","Female","Black","Medium","Short","Yes","Yes","Not Sure","Healthy",11,0,11,"4",0,"3","5","No","High"
"10241","Dog","Male","Brown","Medium","Medium","No","Yes","No","Healthy",1,0,3,"1",0,"1","5","No","Low"
"10242","Dog","Female","Brown","Medium","Medium","No","No","No","Healthy",1,0,1,"4",0,"3","6","No","High"
"10243","Dog","Female","Black","Medium","Medium","No","Yes","No","Healthy",1,0,2,"2",0,"2","5","No","Medium"
"10244","Dog","Female","Yellow","Medium","Short","Yes","Yes","Yes","Healthy",1,0,5,"4",0,"1","3","No","High"
"10245","Dog","Male","Cream","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,10,"2",0,"1","9","No","Medium"
"10246","Dog","Male","White","Medium","Short","No","Yes","No","Healthy",1,0,1,"2",0,"1","5","No","Medium"
"10247","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,2,"3",0,"2","4","No","Medium"
"10248","Dog","Female","Black","Medium","Short","No","No","Not Sure","Healthy",2,0,5,"4",0,"1","7","No","High"
"10249","Dog","Female","Brown","Small","Short","No","Yes","Not Sure","Healthy",1,0,3,"2",0,"2","6","No","Medium"
"10250","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,2,"3",0,"3","6","No","Medium"
"10251","Dog","Female","Cream","Medium","Short","Yes","Yes","No","Healthy",1,0,1,"2",0,"1","4","No","Medium"
"10252","Dog","Female","Gray","Medium","Short","No","No","No","Healthy",1,20,1,"2",0,"2","6","No","Medium"
"10253","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,4,"1",0,"1","4","No","Low"
"10254","Dog","Male","Black","Medium","Short","No","No","No","Healthy",4,0,30,"4",0,"2","6","No","High"
"10255","Dog","Mixed","Black","Small","Short","No","No","No","Healthy",6,0,5,"2",0,"3","6","No","Medium"
"10256","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",1,0,6,"1",0,"1","5","No","Low"
"10257","Dog","Male","Black","Medium","Medium","No","No","No","Healthy",1,0,3,"2",0,"3","6","No","Medium"
"10258","Dog","Male","Brown","Medium","Short","No","No","No","Healthy",1,10,2,"1",0,"1","6","No","Low"
"10259","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","Yes","Healthy",1,200,5,"1",1,"2","7","No","Low"
"10260","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",4,0,5,"1",0,"3","6","No","Low"
"10261","Dog","Female","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,3,"2",0,"3","8","No","Medium"
"10262","Dog","Mixed","Black","Medium","Medium","No","No","No","Healthy",7,0,0,"2",0,"3","6","No","Medium"
"10263","Dog","Mixed","Black","Medium","Short","No","Yes","No","Healthy",2,0,9,"3",0,"2","5","No","Medium"
"10264","Dog","Female","Yellow","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,1,"2",1,"2","3","No","Medium"
"10265","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"2",0,"2","4","No","Medium"
"10266","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,7,"2",0,"3","4","No","Medium"
"10267","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,1,"2",0,"1","4","No","Medium"
"10268","Dog","Female","Black","Medium","Short","Yes","Not Sure","Not Sure","Healthy",2,45,3,"3",0,"3","7","No","Medium"
"10269","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",5,150,24,"4",0,"3","6","No","High"
"10270","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",5,0,10,"2",0,"3","6","No","Medium"
"10271","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",1,0,2,"4",0,"2","5","No","High"
"10272","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"2",0,"1","4","No","Medium"
"10273","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Minor Injury",1,0,2,"2",1,"1","4","No","Medium"
"10274","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,350,2,"3",0,"1","4","No","Medium"
"10275","Dog","Mixed","Black","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",6,0,1,"4",0,"1","9","No","High"
"10276","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,5,"1",0,"2","6","No","Low"
"10277","Dog","Male","Black","Small","Short","Yes","Yes","No","Healthy",1,0,2,"4",0,"3","4","No","High"
"10278","Dog","Female","Black","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,4,"2",0,"2","5","No","Medium"
"10279","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,9,"3",0,"2","4","No","Medium"
"10280","Dog","Male","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,4,"2",0,"2","4","No","Medium"
"10281","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,9,"3",0,"2","6","No","Medium"
"10282","Dog","Male","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,4,"3",0,"1","4","No","Medium"
"10283","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,7,"2",0,"2","4","No","Medium"
"10284","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,0,"4",2,"1","7","No","High"
"10285","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",2,0,3,"4",0,"3","4","No","High"
"10286","Dog","Male","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"1",0,"1","4","No","Low"
"10287","Dog","Mixed","Black","Medium","Medium","No","No","No","Healthy",5,0,6,"4",0,"3","6","No","High"
"10288","Dog","Female","Golden","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"2",0,"2","4","No","Medium"
"10289","Dog","Male","Black","Small","Short","Yes","Yes","No","Healthy",1,0,5,"3",0,"2","4","No","Medium"
"10290","Dog","Female","Brown","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,1,"3",3,"1","5","No","Medium"
"10291","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,4,"2",0,"2","4","No","Medium"
"10292","Dog","Female","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"4",1,"1","3","No","High"
"10293","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,2,"1",0,"2","6","No","Low"
"10294","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"4",1,"1","9","No","High"
"10295","Dog","Female","Yellow","Medium","Short","Yes","Yes","Yes","Healthy",1,0,4,"4",3,"2","3","No","High"
"10296","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,3,"3",0,"1","6","No","Medium"
"10297","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,1,"4",7,"1","3","No","High"
"10298","Dog","Female","Brown","Large","Short","Yes","Yes","Yes","Healthy",1,0,3,"3",2,"1","3","No","Medium"
"10299","Dog","Female","Black","Small","Medium","No","Yes","No","Healthy",1,0,1,"4",0,"2","5","No","High"
"10300","Dog","Mixed","Brown","Medium","Short","Yes","Yes","Yes","Healthy",2,0,8,"4",0,"2","3","No","High"
"10301","Dog","Female","Yellow","Medium","Medium","No","No","No","Healthy",1,0,2,"2",0,"3","6","No","Medium"
"10302","Dog","Male","Black","Medium","Medium","No","Yes","No","Healthy",1,0,2,"2",1,"1","5","No","Medium"
"10303","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,2,"4",0,"2","4","No","High"
"10304","Dog","Female","Cream","Small","Short","No","No","No","Healthy",1,0,1,"2",0,"1","6","No","Medium"
"10305","Dog","Male","Gray","Medium","Medium","Yes","Yes","Yes","Healthy",1,100,1,"2",7,"2","3","No","Medium"
"10306","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",4,0,2,"2",0,"3","6","No","Medium"
"10307","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,5,"2",0,"3","6","No","Medium"
"10308","Dog","Male","Black","Medium","Short","No","No","No","Healthy",3,0,1,"0",0,"1","6","No","Low"
"10309","Dog","Female","Brown","Medium","Short","No","No","Yes","Healthy",1,0,5,"4",1,"2","5","No","High"
"10310","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,4,"1",0,"2","6","No","Low"
"10311","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,3,"2",0,"1","6","No","Medium"
"10312","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",2,0,2,"4",0,"1","6","No","High"
"10313","Dog","Female","Gray","Small","Short","Yes","Yes","Yes","Healthy",1,0,4,"4",1,"2","3","No","High"
"10314","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,4,"1",0,"2","4","No","Low"
"10315","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,1,9,"1",0,"2","6","No","Low"
"10316","Dog","Mixed","Black","Small","Short","No","No","No","Healthy",7,0,5,"4",0,"2","6","No","High"
"10317","Dog","Female","Brown","Medium","Medium","No","No","No","Healthy",1,0,4,"4",0,"2","6","No","High"
"10318","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,5,"2",0,"1","6","No","Medium"
"10319","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"2",0,"1","4","No","Medium"
"10320","Dog","Mixed","Brown","Medium","Medium","No","No","No","Healthy",2,0,1,"2",0,"2","6","No","Medium"
"10321","Dog","Male","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,1,"2",1,"2","8","No","Medium"
"10322","Dog","Female","Black","Large","Short","Yes","Yes","No","Healthy",1,0,4,"4",3,"1","4","No","High"
"10323","Dog","Mixed","Black","Medium","Short","No","Yes","No","Healthy",4,0,1,"1",0,"3","5","No","Low"
"10324","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"3",0,"2","4","No","Medium"
"10325","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"2",0,"1","3","No","Medium"
"10326","Dog","Mixed","Golden","Medium","Short","No","Yes","No","Healthy",2,0,1,"4",0,"2","5","No","High"
"10327","Dog","Female","Gray","Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,"4",1,"1","3","No","High"
"10328","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"2",0,"1","4","No","Medium"
"10329","Dog","Male","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"2",0,"1","4","No","Medium"
"10330","Dog","Mixed","Black","Medium","Medium","Yes","Yes","No","Healthy",3,0,20,"3",0,"3","4","No","Medium"
"10331","Dog","Female","Brown","Small","Short","No","No","No","Healthy",1,0,2,"4",0,"1","6","No","High"
"10332","Dog","Male","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,4,"2",3,"2","3","No","Medium"
"10333","Dog","Male","Cream","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"4",2,"1","9","No","High"
"10334","Dog","Female","Black","Large","Short","Not Sure","Not Sure","No","Healthy",2,0,2,"3",0,"3","8","No","Medium"
"10335","Dog","Female","Cream","Medium","Short","No","Yes","No","Healthy",1,0,1,"3",0,"1","5","No","Medium"
"10336","Dog","Male","Cream","Medium","Medium","No","Yes","No","Healthy",1,0,1,"4",0,"1","5","No","High"
"10337","Dog","Mixed","Black","Large","Short","Not Sure","Not Sure","Not Sure","Healthy",3,0,12,"3",0,"2","9","No","Medium"
"10338","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,20,1,"2",0,"3","6","No","Medium"
"10339","Dog","Male","Black","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"2",1,"3","9","No","Medium"
"10340","Dog","Male","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,30,4,"4",2,"1","3","No","High"
"10341","Dog","Female","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,0,4,"4",0,"1","3","No","High"
"10342","Dog","Female","Cream","Medium","Short","No","No","No","Healthy",1,0,10,"3",0,"2","6","No","Medium"
"10343","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,6,"2",0,"2","6","No","Medium"
"10344","Dog","Female","Black","Small","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",1,"2","3","No","High"
"10345","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,2,"4",0,"3","4","No","High"
"10346","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,5,"3",0,"2","6","No","Medium"
"10347","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,6,"4",1,"3","3","No","High"
"10348","Dog","Mixed","Brown","Medium","Medium","No","No","No","Healthy",4,0,4,"3",0,"1","6","No","Medium"
"10349","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,3,"2",0,"2","8","No","Medium"
"10350","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",6,0,4,"2",0,"3","6","No","Medium"
"10351","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,2,"3",0,"2","4","No","Medium"
"10352","Dog","Male","Brown","Medium","Short","No","No","No","Healthy",1,0,1,"2",0,"1","6","No","Medium"
"10353","Dog","Male","Golden","Medium","Medium","Yes","No","Yes","Healthy",1,0,2,"4",0,"1","4","No","High"
"10354","Dog","Mixed","Black","Large","Short","No","No","No","Healthy",8,0,4,"3",0,"3","6","No","Medium"
"10355","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"2",0,"2","4","No","Medium"
"10356","Dog","Female","White","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,2,"2",0,"1","5","No","Medium"
"10357","Dog","Male","Black","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"3",2,"2","9","No","Medium"
"10358","Dog","Female","Golden","Small","Short","Yes","Yes","Yes","Healthy",1,80,5,"4",3,"2","3","No","High"
"10359","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",6,0,6,"2",0,"3","6","No","Medium"
"10360","Dog","Female","Cream","Medium","Short","No","No","No","Healthy",1,0,8,"3",0,"1","6","No","Medium"
"10361","Dog","Male","Brown","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"4",0,"2","9","No","High"
"10362","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,8,"3",0,"2","4","No","Medium"
"10363","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",5,0,5,"4",0,"3","6","No","High"
"10364","Dog","Female","Brown","Medium","Medium","No","No","Yes","Healthy",1,0,1,"4",10,"1","5","No","High"
"10365","Dog","Female","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",0,"2","9","No","Low"
"10366","Dog","Female","Black","Medium","Medium","No","Yes","No","Healthy",1,100,10,"2",0,"3","5","No","Medium"
"10367","Dog","Male","Black","Large","Short","Yes","Yes","Yes","Healthy",1,100,4,"2",4,"2","3","No","Medium"
"10368","Dog","Female","Black","Medium","Short","No","No","No","Healthy",4,0,1,"2",0,"3","6","No","Medium"
"10369","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",6,0,5,"1",0,"3","6","No","Low"
"10370","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,1,"2",0,"2","6","No","Medium"
"10371","Dog","Male","Brown","Medium","Short","No","No","No","Healthy",1,0,1,"1",0,"1","6","No","Low"
"10372","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,8,"2",0,"1","4","No","Medium"
"10373","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,2,"2",0,"2","4","No","Medium"
"10374","Dog","Female","Brown","Small","Short","Not Sure","Yes","No","Healthy",1,0,6,"3",1,"2","6","No","Medium"
"10375","Dog","Male","Brown","Medium","Medium","No","No","No","Healthy",1,0,1,"4",0,"1","6","No","High"
"10376","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,50,1,"2",0,"2","4","No","Medium"
"10377","Dog","Mixed","Brown","Medium","Medium","Yes","Yes","Yes","Healthy",3,0,3,"4",0,"1","3","No","High"
"10378","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,9,"3",1,"3","6","No","Medium"
"10379","Dog","Female","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,5,"3",0,"1","3","No","Medium"
"10380","Dog","Male","Brown","Medium","Short","Not Sure","Yes","No","Healthy",1,0,2,"2",0,"1","6","No","Medium"
"10381","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",1,0,3,"2",0,"1","5","No","Medium"
"10382","Dog","Male","Black","Small","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",8,"1","3","No","High"
"10383","Dog","Male","Cream","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"1",1,"1","9","No","Low"
"10384","Dog","Female","Cream","Medium","Medium","No","Yes","No","Healthy",1,0,2,"4",0,"2","5","No","High"
"10385","Dog","Female","Brown","Medium","Medium","Yes","Yes","Yes","Minor Injury",1,0,6,"3",0,"2","3","No","Medium"
"10386","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,10,"3",0,"1","4","No","Medium"
"10387","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"2",1,"2","3","No","Medium"
"10388","Dog","Female","Brown","Medium","Medium","No","No","No","Healthy",1,0,2,"4",0,"3","6","No","High"
"10389","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",3,200,5,"4",0,"3","6","No","High"
"10390","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,4,"4",4,"2","3","No","High"
"10391","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,7,"3",1,"3","3","No","Medium"
"10392","Dog","Male","Black","Medium","Medium","No","No","No","Minor Injury",1,0,5,"2",0,"2","6","No","Medium"
"10393","Dog","Female","Golden","Small","Medium","No","Yes","Yes","Healthy",1,0,2,"4",1,"1","4","No","High"
"10394","Dog","Female","Brown","Medium","Medium","No","Not Sure","Not Sure","Healthy",1,0,4,"4",0,"1","8","No","High"
"10395","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,1,"4",1,"1","6","No","High"
"10396","Dog","Male","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,"4",1,"1","3","No","High"
"10397","Dog","Female","Brown","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,1,"2",0,"2","8","No","Medium"
"10398","Dog","Male","Black","Medium","Medium","No","Yes","No","Healthy",1,0,6,"1",0,"3","5","No","Low"
"10399","Dog","Female","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,0,3,"4",1,"1","3","No","High"
"10400","Dog","Mixed","Black","Medium","Medium","No","Yes","No","Healthy",6,0,7,"2",0,"3","5","No","Medium"
"10401","Dog","Male","Black","Medium","Short","No","Yes","No","Healthy",1,0,2,"1",0,"1","5","No","Low"
"10402","Dog","Female","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,2,"4",2,"2","8","No","High"
"10403","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,3,"1",0,"1","6","No","Low"
"10404","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,48,1,"4",0,"1","3","No","High"
"10405","Dog","Mixed","Black","Medium","Short","Yes","Yes","Yes","Healthy",3,0,5,"4",0,"1","3","No","High"
"10406","Dog","Female","Brown","Medium","Medium","No","No","No","Healthy",1,0,1,"2",0,"2","6","No","Medium"
"10407","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"3",2,"1","9","No","Medium"
"10408","Dog","Mixed","Brown","Medium","Short","No","No","No","Healthy",6,0,0,"4",0,"3","6","No","High"
"10409","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,20,1,"3",0,"2","6","No","Medium"
"10410","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"4",1,"1","3","No","High"
"10411","Dog","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,7,"4",3,"2","3","No","High"
"10412","Dog","Mixed","Brown","Medium","Short","No","No","No","Healthy",7,0,15,"4",0,"3","6","No","High"
"10413","Dog","Female","Black","Medium","Short","Not Sure","Yes","No","Healthy",1,0,4,"2",0,"2","6","No","Medium"
"10414","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,3,"4",1,"2","4","No","High"
"10415","Dog","Mixed","Brown","Small","Short","Yes","Yes","Not Sure","Healthy",4,0,7,"3",0,"1","5","No","Medium"
"10416","Dog","Mixed","Black","Large","Medium","No","No","No","Healthy",6,0,21,"2",0,"3","6","No","Medium"
"10417","Dog","Male","Brown","Medium","Short","No","Yes","No","Healthy",1,0,2,"4",0,"1","5","No","High"
"10418","Dog","Male","Brown","Medium","Short","No","Yes","No","Healthy",1,0,1,"2",0,"2","5","No","Medium"
"10419","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,13,"3",0,"2","6","No","Medium"
"10420","Dog","Male","Yellow","Medium","Medium","Yes","Yes","No","Healthy",1,0,0,"3",1,"2","4","No","Medium"
"10421","Dog","Mixed","Brown","Medium","Medium","No","No","No","Healthy",3,0,4,"2",0,"3","6","No","Medium"
"10422","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,7,"4",0,"1","4","No","High"
"10423","Dog","Female","Brown","Large","Medium","No","No","No","Healthy",1,0,1,"2",0,"2","6","No","Medium"
"10424","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"2",1,"2","3","No","Medium"
"10425","Dog","Male","Brown","Medium","Short","No","Yes","No","Minor Injury",1,0,11,"1",0,"2","5","No","Low"
"10426","Dog","Mixed","Brown","Medium","Medium","Yes","Yes","No","Healthy",4,0,13,"3",0,"3","4","No","Medium"
"10427","Dog","Female","Black","Medium","Medium","No","Yes","No","Healthy",1,0,4,"3",0,"2","5","No","Medium"
"10428","Dog","Male","Brown","Medium","Short","No","Yes","No","Healthy",1,0,1,"2",0,"2","5","No","Medium"
"10429","Dog","Female","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,3,"3",0,"2","8","No","Medium"
"10430","Dog","Male","Black","Large","Short","Yes","Yes","Yes","Healthy",1,0,2,"2",3,"2","3","No","Medium"
"10431","Dog","Male","White","Small","Short","Yes","Yes","No","Healthy",1,0,3,"4",0,"1","4","No","High"
"10432","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,2,"1",0,"2","6","No","Low"
"10433","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,7,"4",0,"1","4","No","High"
"10434","Dog","Male","Brown","Large","Medium","Not Sure","Not Sure","No","Healthy",1,0,3,"3",0,"2","8","No","Medium"
"10435","Dog","Female","Cream","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"4",0,"1","4","No","High"
"10436","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,19,"3",0,"2","4","No","Medium"
"10437","Dog","Male","Black","Medium","Short","Not Sure","Not Sure","Yes","Healthy",1,0,2,"3",2,"2","7","No","Medium"
"10438","Dog","Female","Black","Medium","Short","No","Yes","Not Sure","Minor Injury",1,0,3,"2",0,"2","6","No","Medium"
"10439","Dog","Male","Cream","Medium","Medium","Yes","Yes","No","Healthy",1,80,2,"2",3,"2","4","No","Medium"
"10440","Dog","Female","Brown","Medium","Medium","No","Yes","No","Healthy",1,0,5,"4",0,"2","5","No","High"
"10441","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,9,"2",0,"2","6","No","Medium"
"10442","Dog","Male","Brown","Medium","Medium","No","Yes","No","Healthy",1,50,3,"3",0,"2","5","No","Medium"
"10443","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,6,"3",1,"2","3","No","Medium"
"10444","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,5,"3",0,"3","6","No","Medium"
"10445","Dog","Mixed","Black","Medium","Medium","No","No","No","Healthy",4,0,5,"3",0,"2","6","No","Medium"
"10446","Dog","Mixed","Black","Medium","Medium","No","No","No","Healthy",7,0,16,"1",0,"3","6","No","Low"
"10447","Dog","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,3,"2",0,"2","6","No","Medium"
"10448","Dog","Male","Brown","Medium","Short","No","No","No","Healthy",1,0,1,"2",0,"1","6","No","Medium"
"10449","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"1",0,"2","4","No","Low"
"10450","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"3",0,"1","4","No","Medium"
"10451","Dog","Mixed","Brown","Medium","Short","No","Yes","Yes","Healthy",2,0,2,"4",1,"2","4","No","High"
"10452","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",1,0,7,"2",0,"2","5","No","Medium"
"10453","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,1,"1",0,"2","6","No","Low"
"10454","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,2,"2",0,"2","4","No","Medium"
"10455","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",5,0,1,"4",0,"3","5","No","High"
"10456","Dog","Male","Brown","Small","Short","No","Yes","No","Healthy",1,0,1,"2",0,"2","5","No","Medium"
"10457","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"4",4,"2","3","No","High"
"10458","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,2,"2",0,"2","4","No","Medium"
"10459","Dog","Male","Golden","Medium","Short","Yes","Yes","No","Healthy",1,155,1,"4",0,"1","4","No","High"
