"","Type","Age","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","MainBreed","has_name","pure_breed","High"
"601","1",120,"1","1",4,2,"3","3","2",1,1,0,3,"German Shepherd Dog","1","1",1
"14796","1",3,"2","1",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",1
"9537","1",96,"1","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"11463","1",2,"2","2",2,2,"2","1","2",1,1,0,4,"Mixed Breed","1","0",0
"10914","1",2,"1","1",2,2,"1","1","2",2,1,0,4,"Mixed Breed","0","0",1
"5401","2",2,"3","1",2,1,"2","2","2",1,5,0,4,"Dom Short Hair","0","1",0
"18654","1",120,"1","1",1,1,"1","1","2",1,1,0,3,"Beagle","1","1",NA
"4733","2",2,"2","2",2,1,"2","1","1",1,1,0,11,"Dom Short Hair","1","1",0
"2378","2",3,"1","6",2,1,"2","1","2",1,1,150,1,"Bengal","1","1",1
"1917","1",36,"1","2",1,3,"1","1","2",1,1,0,5,"Silky Terrier","1","1",1
"12627","1",30,"1","3",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",1
"2964","2",12,"1","1",2,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",0
"9279","1",2,"1","1",2,2,"3","3","3",1,1,0,1,"Mixed Breed","0","0",0
"14427","1",4,"2","2",1,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",0
"3835","2",3,"2","2",2,2,"1","1","2",1,1,300,5,"Dom Medium Hair","1","1",1
"10606","1",60,"1","1",2,2,"2","2","3",1,2,1,1,"Mixed Breed","1","0",0
"273","1",7,"2","5",1,1,"1","1","1",1,1,0,3,"Chihuahua","1","1",0
"148","1",2,"1","2",2,1,"3","3","2",1,1,0,3,"Belgian Shepherd Malinois","1","1",0
"5610","2",2,"1","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"8457","2",24,"1","2",2,1,"1","1","1",1,1,0,4,"Siamese","1","1",0
"3807","2",6,"3","6",2,2,"1","1","1",1,7,0,5,"Dom Medium Hair","1","1",0
"6656","2",2,"2","1",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"1668","1",9,"1","3",2,1,"1","1","2",1,1,0,3,"Shar Pei","1","1",1
"3332","2",24,"2","1",2,2,"1","1","1",1,1,250,2,"Dom Medium Hair","1","1",0
"15845","2",1,"1","2",1,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",NA
"4895","2",2,"1","2",1,1,"2","2","2",1,1,20,2,"Dom Short Hair","1","1",1
"17819","1",6,"2","1",2,1,"2","1","1",1,1,0,5,"Mixed Breed","1","0",NA
"5616","2",7,"3","6",2,1,"2","1","2",1,2,0,3,"Dom Short Hair","1","1",0
"12635","1",2,"2","1",2,2,"3","3","2",1,1,0,1,"Mixed Breed","1","0",0
"9969","1",12,"2","1",3,1,"1","2","1",1,1,0,5,"Mixed Breed","1","0",0
"10250","1",5,"1","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"4239","2",1,"1","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"929","1",12,"1","2",3,1,"3","3","2",1,1,0,2,"Labrador Retriever","1","1",0
"201","1",24,"1","1",2,3,"2","1","1",1,1,0,2,"Border Collie","1","1",1
"13057","1",4,"1","1",2,1,"1","1","3",1,1,0,3,"Mixed Breed","1","0",1
"18293","1",36,"2","1",1,2,"3","3","3",1,1,0,2,"Schnauzer","1","1",NA
"13031","1",1,"1","2",2,2,"2","2","3",1,1,0,5,"Mixed Breed","1","0",0
"10206","1",1,"3","2",2,1,"2","1","2",1,4,0,4,"Mixed Breed","1","0",0
"18475","1",3,"2","2",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",NA
"2504","2",2,"1","1",1,1,"1","1","2",1,2,0,4,"British Shorthair","1","1",1
"12211","1",3,"2","2",2,1,"3","1","2",1,1,0,9,"Mixed Breed","1","0",0
"92","1",72,"1","2",2,1,"1","1","1",1,1,0,2,"Beagle","1","1",0
"3984","2",4,"2","1",2,2,"2","1","2",1,1,0,2,"Dom Medium Hair","1","1",0
"18334","2",3,"3","2",2,2,"1","1","2",1,4,0,4,"Dom Medium Hair","1","1",NA
"6132","2",11,"2","6",2,1,"1","1","1",1,1,0,5,"Dom Short Hair","1","1",1
"18482","1",2,"2","1",2,1,"2","2","2",1,2,0,5,"Mixed Breed","1","0",NA
"2202","1",4,"2","1",2,1,"1","3","2",1,1,0,4,"Yellow Labrador Retriever","1","1",0
"3208","2",2,"3","1",2,2,"2","2","2",1,3,1,2,"Dom Medium Hair","1","1",0
"861","1",84,"2","2",1,1,"1","1","1",1,1,0,3,"Jack Russell Terrier","1","1",1
"10874","1",12,"2","1",1,2,"1","1","3",1,1,0,1,"Mixed Breed","1","0",0
"18781","2",9,"1","1",2,1,"3","3","2",1,2,0,2,"Dom Short Hair","1","1",NA
"16111","2",8,"2","2",2,1,"1","1","1",1,2,200,7,"Dom Short Hair","1","1",NA
"3829","2",36,"2","1",2,2,"1","1","1",1,1,0,3,"Dom Medium Hair","1","1",0
"428","1",2,"3","1",2,2,"2","3","2",1,2,0,7,"Dalmatian","1","1",1
"7121","2",2,"3","1",2,1,"2","1","2",1,2,0,7,"Dom Short Hair","0","1",1
"8897","2",1,"1","1",2,1,"2","1","2",1,1,0,4,"Tabby","1","1",1
"5941","2",24,"2","7",2,2,"1","1","1",1,1,0,0,"Dom Short Hair","1","1",0
"6171","2",2,"1","4",1,1,"2","2","2",1,1,0,4,"Dom Short Hair","0","1",1
"2828","2",3,"1","4",2,3,"2","1","2",1,1,700,2,"Dom Long Hair","1","1",1
"9034","2",4,"1","1",3,1,"1","1","2",1,1,0,5,"Tuxedo","1","1",0
"12933","1",2,"2","4",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"16296","1",48,"1","2",2,2,"1","1","2",1,1,0,3,"Mixed Breed","1","0",NA
"5551","2",2,"2","4",1,1,"2","1","2",1,1,0,10,"Dom Short Hair","1","1",1
"675","1",4,"1","3",2,2,"1","1","2",1,2,300,2,"Golden Retriever","1","1",1
"15164","2",3,"2","2",2,1,"1","1","2",1,1,0,5,"Dom Short Hair","1","1",NA
"17015","1",72,"2","1",2,2,"3","3","3",2,1,0,2,"Mixed Breed","1","0",NA
"1195","1",3,"1","2",1,1,"1","1","3",1,1,350,5,"Miniature Pinscher","1","1",1
"12468","1",2,"2","2",2,1,"1","1","1",1,1,0,4,"Mixed Breed","1","0",1
"2882","2",2,"1","6",1,3,"3","3","3",1,1,0,5,"Dom Long Hair","1","1",1
"5285","2",1,"1","4",2,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"18148","2",12,"3","6",2,1,"2","2","2",1,7,0,2,"Dom Short Hair","0","1",NA
"16352","2",3,"3","2",1,2,"2","2","2",1,3,0,13,"Dom Medium Hair","1","1",NA
"11404","1",5,"1","1",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"9163","1",2,"3","5",3,1,"1","1","2",1,3,0,8,"Mixed Breed","1","0",0
"18049","1",4,"2","1",2,1,"3","1","3",1,1,0,4,"Mixed Breed","1","0",NA
"15962","1",1,"2","1",2,2,"2","2","2",1,2,0,3,"Mixed Breed","1","0",NA
"16690","2",3,"1","1",1,1,"2","1","2",1,2,0,3,"Dom Short Hair","1","1",NA
"4987","2",17,"3","2",2,2,"2","2","2",1,4,0,4,"Dom Short Hair","1","1",0
"8651","2",1,"1","1",2,1,"2","1","2",1,1,50,5,"Tabby","1","1",1
"8813","2",2,"1","1",2,1,"2","1","2",1,1,0,4,"Tabby","1","1",1
"8754","2",1,"2","1",2,2,"2","2","2",1,1,0,4,"Tabby","1","1",1
"16451","1",3,"2","1",2,1,"1","1","2",1,1,0,5,"Shar Pei","1","1",NA
"12191","1",3,"2","1",3,1,"3","1","3",1,1,0,4,"Mixed Breed","1","0",0
"8460","2",1,"2","7",2,2,"2","2","2",1,1,0,1,"Siamese","1","1",1
"2236","2",4,"1","1",1,1,"2","2","3",1,1,0,1,"Abyssinian","1","1",0
"17196","1",1,"3","1",1,2,"3","3","3",1,5,0,0,"Mixed Breed","1","0",NA
"10273","1",8,"2","2",2,2,"1","1","2",2,1,0,2,"Mixed Breed","1","0",1
"10027","1",5,"2","7",2,1,"2","2","2",1,1,20,1,"Mixed Breed","1","0",0
"8201","2",84,"2","1",2,2,"3","3","1",1,1,50,3,"Persian","1","1",1
"5032","2",2,"1","1",2,1,"2","1","2",1,1,30,5,"Dom Short Hair","1","1",1
"6922","2",12,"2","3",2,1,"1","1","1",1,1,250,3,"Dom Short Hair","1","1",0
"7610","2",4,"3","1",1,1,"2","2","2",1,4,0,2,"Dom Short Hair","1","1",0
"16939","2",1,"1","3",1,1,"2","2","3",2,1,0,3,"Dom Short Hair","1","1",NA
"15555","2",22,"2","4",2,3,"2","2","1",1,1,0,3,"Dom Long Hair","1","1",NA
"14859","1",20,"1","2",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"9033","2",12,"1","1",2,1,"3","3","1",1,1,0,6,"Tuxedo","1","1",0
"8290","2",24,"2","7",2,3,"3","3","3",2,6,0,1,"Siamese","1","1",1
"8082","2",3,"3","2",1,2,"2","2","2",1,4,30,5,"Persian","1","1",1
"3483","2",2,"2","5",1,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",0
"14525","1",2,"1","1",2,1,"2","2","2",1,1,0,4,"Mixed Breed","1","0",0
"2470","2",24,"1","1",2,1,"2","2","3",1,1,0,1,"Bombay","1","1",1
"18179","2",2,"1","3",2,2,"2","1","2",1,1,0,30,"Dom Medium Hair","1","1",NA
"1681","1",2,"1","1",2,2,"2","1","2",1,1,50,5,"Shetland Sheepdog Sheltie","1","1",1
"7554","2",1,"2","7",1,1,"3","3","3",1,1,0,1,"Dom Short Hair","1","1",1
"14761","1",3,"2","5",2,1,"2","1","2",1,1,0,10,"Mixed Breed","1","0",0
"16675","2",2,"3","3",1,1,"2","1","2",1,2,0,1,"Dom Short Hair","1","1",NA
"9966","1",2,"2","2",1,1,"3","3","3",1,1,0,2,"Mixed Breed","1","0",0
"11925","1",16,"3","2",2,1,"3","3","3",1,5,0,5,"Mixed Breed","0","0",0
"9303","1",1,"2","1",2,1,"2","2","2",1,1,0,8,"Mixed Breed","1","0",1
"12630","1",15,"1","1",3,2,"1","1","1",1,1,0,1,"Mixed Breed","1","0",1
"6822","2",12,"1","1",2,1,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"1758","1",24,"2","1",1,3,"1","1","1",1,1,0,2,"Shih Tzu","1","1",1
"17665","2",8,"3","2",2,2,"2","1","1",2,3,0,4,"Dom Long Hair","1","1",NA
"13333","1",6,"1","1",2,2,"1","1","3",1,1,0,1,"Mixed Breed","1","0",0
"12378","1",4,"2","2",2,1,"1","1","1",1,1,0,11,"Mixed Breed","1","0",0
"5844","2",2,"1","2",1,1,"2","2","2",1,1,0,13,"Dom Short Hair","1","1",1
"13970","1",2,"1","1",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",1
"7552","2",2,"2","6",1,1,"2","1","2",1,1,0,13,"Dom Short Hair","1","1",1
"2916","2",2,"1","1",2,3,"2","1","2",1,1,50,4,"Dom Long Hair","1","1",1
"12161","1",1,"1","1",2,1,"3","3","3",1,1,0,4,"Mixed Breed","1","0",1
"18010","1",48,"2","2",2,1,"3","3","3",1,1,0,1,"Mixed Breed","0","0",NA
"911","1",3,"2","1",1,2,"3","1","2",1,1,0,1,"Jack Russell Terrier (Parson Russell Terrier)","1","1",0
"8881","2",2,"3","1",1,1,"2","2","2",1,4,0,2,"Tabby","1","1",0
"8081","2",29,"2","1",2,3,"3","3","3",1,1,0,2,"Persian","1","1",1
"16015","2",12,"2","1",2,1,"1","1","1",1,1,0,2,"Dom Short Hair","1","1",NA
"2857","2",16,"1","6",3,3,"1","1","3",1,1,0,2,"Dom Long Hair","1","1",0
"15858","2",2,"1","1",1,1,"1","1","2",1,1,100,7,"Dom Short Hair","1","1",NA
"12021","1",3,"2","2",2,2,"1","1","2",1,1,0,5,"Mixed Breed","1","0",0
"3538","2",1,"2","1",2,2,"2","2","2",1,2,0,16,"Dom Medium Hair","1","1",0
"9434","1",4,"3","2",2,1,"2","2","2",1,5,0,6,"Mixed Breed","1","0",0
"17424","2",3,"1","3",1,2,"1","1","2",1,1,0,4,"Dom Medium Hair","1","1",NA
"9867","1",2,"1","1",2,1,"2","1","2",1,1,0,3,"Mixed Breed","1","0",0
"815","1",48,"2","6",3,3,"3","3","2",2,1,0,3,"Husky","1","1",1
"2531","2",60,"1","1",3,2,"1","1","1",1,2,0,1,"Burmese","1","1",0
"7109","2",2,"1","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"17355","1",60,"1","1",2,2,"3","3","3",1,1,0,2,"Mixed Breed","1","0",NA
"18353","2",4,"1","1",3,1,"2","1","2",1,1,0,4,"Dom Short Hair","0","1",NA
"1008","1",3,"1","1",2,1,"1","1","2",1,1,270,4,"Labrador Retriever","1","1",1
"8880","2",1,"2","6",2,1,"2","1","2",1,1,0,5,"Tabby","1","1",1
"13577","1",2,"3","3",2,1,"3","3","3",2,2,0,1,"Mixed Breed","1","0",1
"15955","1",3,"1","2",2,1,"2","1","2",1,1,0,2,"Mixed Breed","1","0",NA
"17893","1",2,"1","1",1,1,"2","2","1",2,1,0,5,"Mixed Breed","1","0",NA
"2660","2",3,"1","1",2,3,"2","1","2",1,1,0,5,"Dom Long Hair","0","1",1
"9970","1",12,"1","2",2,2,"2","2","2",1,1,0,3,"Mixed Breed","1","0",0
"3922","2",3,"1","6",3,2,"1","1","1",1,1,30,5,"Dom Medium Hair","1","1",1
"15815","1",2,"2","1",2,1,"2","1","2",1,3,0,5,"Mixed Breed","1","0",NA
"9059","2",6,"1","1",2,2,"3","1","3",1,1,0,4,"Tuxedo","1","1",1
"11145","1",3,"2","1",3,1,"3","1","3",1,2,0,1,"Mixed Breed","1","0",1
"13292","1",4,"2","1",2,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"9455","1",1,"1","4",2,1,"2","1","2",1,1,0,2,"Mixed Breed","1","0",1
"12094","1",18,"1","2",2,1,"3","3","3",1,1,0,4,"Mixed Breed","1","0",1
"16600","2",6,"1","6",2,1,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",NA
"9221","1",3,"2","2",2,2,"2","1","2",1,1,0,3,"Mixed Breed","1","0",0
"12249","1",6,"1","2",2,2,"1","2","2",2,1,0,1,"Mixed Breed","1","0",0
"18084","2",5,"3","1",2,2,"2","1","2",1,3,0,2,"Dom Short Hair","0","1",NA
"12131","1",3,"1","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"17849","2",4,"2","1",1,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",NA
"1693","1",48,"3","2",1,3,"1","1","2",2,2,300,5,"Shih Tzu","1","1",1
"5652","2",5,"1","4",2,1,"1","1","2",1,1,120,5,"Dom Short Hair","1","1",1
"13408","1",24,"3","1",2,2,"3","3","3",2,2,30,5,"Mixed Breed","1","0",1
"10617","1",1,"2","2",2,1,"2","3","2",1,1,0,10,"Mixed Breed","1","0",1
"4661","2",3,"2","1",2,1,"2","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"11718","1",3,"2","2",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",1
"14900","1",2,"2","5",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",1
"88","1",123,"2","1",2,1,"1","1","1",1,1,0,3,"Beagle","1","1",0
"17141","2",12,"2","1",2,2,"2","1","1",1,1,0,1,"Dom Short Hair","1","1",NA
"15027","1",8,"1","1",2,1,"1","1","2",1,1,0,1,"Mixed Breed","0","0",NA
"841","1",3,"2","5",2,1,"3","1","2",1,1,0,3,"Husky","1","1",1
"4911","2",2,"1","7",2,2,"1","1","2",1,1,0,1,"Dom Short Hair","1","1",1
"15348","1",6,"2","3",3,3,"3","3","2",1,1,0,4,"Golden Retriever","1","1",NA
"13286","1",2,"1","1",2,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",1
"9571","1",2,"3","1",2,2,"2","2","3",1,7,0,1,"Mixed Breed","0","0",0
"13338","1",2,"2","2",2,2,"1","1","2",1,1,0,0,"Mixed Breed","1","0",1
"5055","2",6,"2","1",1,1,"3","3","3",1,1,0,3,"Dom Short Hair","1","1",1
"3089","2",24,"1","1",2,2,"2","2","2",1,1,0,4,"Dom Medium Hair","1","1",1
"11720","1",6,"2","1",1,1,"1","1","3",1,1,0,5,"Mixed Breed","1","0",0
"9352","1",2,"1","1",2,1,"1","1","2",1,1,0,6,"Mixed Breed","1","0",0
"9223","1",3,"2","1",2,2,"1","1","2",1,1,0,4,"Mixed Breed","1","0",0
"4810","2",1,"1","1",1,1,"3","3","3",1,1,0,4,"Dom Short Hair","1","1",1
"10658","1",2,"1","2",2,1,"3","3","2",1,1,0,3,"Mixed Breed","1","0",0
"6058","2",36,"2","2",2,2,"1","1","1",1,1,120,3,"Dom Short Hair","1","1",0
"5578","2",3,"1","6",1,1,"2","1","2",1,1,0,5,"Dom Short Hair","1","1",0
"18245","2",2,"3","1",2,1,"1","1","2",1,5,0,1,"Dom Short Hair","1","1",NA
"14428","1",2,"3","1",2,1,"2","2","2",1,4,0,5,"Mixed Breed","1","0",1
"9952","1",4,"2","1",2,1,"1","1","1",1,1,50,2,"Mixed Breed","1","0",0
"6870","2",1,"1","2",1,1,"2","2","2",1,1,0,5,"Dom Short Hair","1","1",1
"14503","1",2,"2","2",2,2,"2","2","2",1,1,0,1,"Mixed Breed","0","0",1
"10790","1",3,"2","1",2,1,"3","3","2",1,1,0,9,"Mixed Breed","1","0",1
"6464","2",2,"2","2",2,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"599","1",2,"2","1",2,2,"1","1","2",1,1,50,3,"German Shepherd Dog","1","1",1
"16401","1",12,"1","6",2,1,"2","1","1",1,1,0,6,"Amer Staffordshire Terrier","1","1",NA
"2439","2",4,"1","7",2,2,"2","2","2",1,2,100,1,"Bengal","1","1",1
"2333","2",24,"2","6",3,2,"3","3","3",1,1,0,2,"Amer Shorthair","1","1",0
"7508","2",2,"2","1",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"8342","2",1,"1","2",3,2,"3","3","3",1,1,0,8,"Siamese","1","1",0
"6475","2",30,"1","1",2,2,"2","1","1",1,2,0,2,"Dom Short Hair","1","1",0
"12839","1",1,"1","2",2,2,"2","2","2",1,1,0,4,"Mixed Breed","1","0",1
"16134","2",8,"1","2",2,1,"1","1","2",1,1,0,3,"Dom Short Hair","1","1",NA
"232","1",1,"2","2",2,1,"2","2","2",1,1,0,3,"Bull Terrier","0","1",1
"6576","2",4,"3","2",1,1,"1","1","2",1,3,100,3,"Dom Short Hair","1","1",1
"14963","1",36,"2","2",3,1,"1","1","1",2,1,0,4,"Mixed Breed","1","0",0
"4255","2",1,"2","3",2,1,"2","2","2",1,1,0,7,"Dom Short Hair","1","1",1
"12339","1",2,"2","1",2,2,"2","2","2",1,1,0,5,"Mixed Breed","1","0",1
"13005","1",3,"3","1",2,1,"2","2","2",1,2,0,5,"Mixed Breed","1","0",1
"18329","2",8,"2","6",2,3,"2","1","2",1,1,0,4,"Dom Long Hair","1","1",NA
"10274","1",2,"2","2",2,2,"1","1","2",1,1,350,2,"Mixed Breed","1","0",0
"1722","1",60,"2","1",2,2,"3","3","1",1,1,0,4,"Shih Tzu","1","1",1
"16339","2",3,"2","2",2,2,"1","1","2",1,2,0,2,"Dom Medium Hair","1","1",NA
"18055","2",2,"3","1",1,1,"2","2","2",1,2,0,3,"Dom Short Hair","1","1",NA
"2010","1",8,"2","2",1,2,"2","2","1",1,1,50,4,"Spitz","1","1",0
"15927","2",1,"2","7",2,2,"2","2","2",1,1,0,7,"Orient Short Hair","1","1",NA
"8676","2",4,"1","1",1,2,"1","1","2",1,1,0,1,"Tabby","1","1",1
"13717","1",3,"1","1",2,2,"2","1","2",1,1,0,5,"Mixed Breed","1","0",1
"4591","2",3,"3","2",2,1,"2","2","2",1,3,0,4,"Dom Short Hair","1","1",0
"1123","1",12,"1","1",2,1,"3","1","1",1,1,0,7,"Labrador Retriever","1","1",1
"15370","1",12,"1","1",3,1,"1","1","1",1,1,500,3,"Rottweiler","1","1",NA
"8197","2",15,"1","3",3,2,"1","1","2",1,1,0,1,"Persian","1","1",0
"3815","2",1,"3","1",2,2,"2","2","2",1,3,0,7,"Dom Medium Hair","1","1",1
"12464","1",5,"2","2",2,1,"1","1","2",1,1,0,11,"Mixed Breed","1","0",0
"13965","1",1,"2","2",2,1,"1","1","3",1,1,0,6,"Mixed Breed","1","0",1
"3456","2",2,"1","6",1,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",1
"14216","1",3,"1","2",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"9875","1",4,"3","1",2,2,"2","2","2",1,10,0,6,"Mixed Breed","1","0",0
"15118","1",13,"2","1",2,2,"1","1","1",1,1,0,1,"Mixed Breed","1","0",NA
"1862","1",84,"1","1",1,2,"3","1","3",1,1,0,3,"Shih Tzu","1","1",1
"397","1",2,"2","1",2,1,"2","1","2",1,1,0,7,"Dalmatian","1","1",1
"4101","2",1,"3","1",1,1,"2","2","2",1,2,0,6,"Dom Medium Hair","1","1",1
"12042","1",1,"2","2",2,2,"3","2","3",1,1,0,1,"Mixed Breed","1","0",0
"18151","2",1,"2","3",1,1,"2","2","2",1,1,0,1,"Tiger","1","1",NA
"4959","2",5,"1","4",2,1,"2","1","2",1,1,150,5,"Dom Short Hair","1","1",1
"10791","1",6,"1","2",2,2,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"7397","2",26,"1","3",3,2,"1","1","1",1,1,100,4,"Dom Short Hair","1","1",1
"14784","1",6,"1","7",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"4508","2",0,"2","7",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","0","1",1
"14002","1",2,"1","2",2,1,"3","3","2",1,1,0,5,"Mixed Breed","1","0",1
"12217","1",2,"1","1",2,2,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"13026","1",25,"2","1",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"7532","2",3,"2","1",2,2,"1","1","2",1,3,0,5,"Dom Short Hair","1","1",0
"1448","1",36,"2","5",1,1,"1","1","3",1,1,400,1,"Poodle","1","1",0
"12693","1",2,"1","2",1,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",0
"17667","1",2,"1","2",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",NA
"7260","2",5,"2","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"1827","1",120,"1","2",2,1,"1","1","3",2,1,0,2,"Shih Tzu","1","1",0
"2892","2",14,"2","2",3,3,"1","1","1",1,1,0,12,"Dom Long Hair","1","1",0
"15312","2",3,"2","3",1,2,"2","2","2",1,1,50,5,"Dom Medium Hair","1","1",NA
"8013","2",3,"1","4",2,1,"1","1","2",1,1,0,5,"Orient Short Hair","1","1",1
"12634","1",3,"1","2",1,2,"2","2","2",1,1,0,2,"Mixed Breed","0","0",1
"12062","1",2,"1","1",1,2,"3","3","3",1,1,0,4,"Mixed Breed","1","0",1
"6681","2",2,"2","5",1,2,"2","2","3",1,4,1,1,"Dom Short Hair","1","1",0
"18784","1",60,"1","4",1,1,"1","1","2",2,1,200,3,"Mixed Breed","1","0",NA
"1535","1",36,"1","1",3,1,"1","1","1",1,1,0,4,"Rottweiler","1","1",0
"12514","1",2,"1","2",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"2395","2",5,"3","5",2,2,"2","2","3",1,3,0,4,"Bengal","0","1",0
"1897","1",36,"3","2",3,2,"1","2","1",1,4,320,4,"Siberian Husky","1","1",1
"5121","2",1,"1","3",1,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"15934","1",2,"3","2",2,1,"2","1","2",1,3,0,3,"Mixed Breed","1","0",NA
"17126","2",1,"1","2",1,2,"2","2","2",1,1,150,1,"Dom Long Hair","1","1",NA
"11307","1",1,"2","2",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"8185","2",24,"2","1",2,3,"1","1","3",1,1,350,13,"Persian","1","1",0
"16639","1",1,"1","1",2,2,"2","2","2",1,1,0,5,"Mixed Breed","1","0",NA
"5930","2",2,"2","3",1,1,"3","3","3",1,1,0,5,"Dom Short Hair","0","1",0
"6885","2",3,"2","1",1,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"9499","1",1,"2","1",2,1,"3","3","2",1,1,0,1,"Mixed Breed","1","0",0
"11293","1",36,"1","1",2,2,"3","3","3",1,1,0,3,"Mixed Breed","1","0",0
"10105","1",19,"2","7",3,1,"2","1","2",1,1,0,13,"Mixed Breed","1","0",1
"9949","1",2,"1","1",2,1,"1","1","2",1,1,50,2,"Mixed Breed","1","0",1
"9581","1",2,"1","2",2,2,"2","1","2",1,1,0,3,"Mixed Breed","1","0",1
"8177","2",3,"1","5",2,3,"1","1","2",1,1,0,4,"Persian","1","1",1
"2263","2",24,"2","2",2,3,"1","1","1",1,1,400,10,"Amer Curl","1","1",0
"15885","2",6,"2","1",2,2,"1","1","1",1,1,0,10,"Dom Medium Hair","1","1",NA
"2761","2",2,"1","1",1,3,"2","2","2",1,1,250,3,"Dom Long Hair","1","1",0
"7979","2",1,"2","1",1,2,"2","1","2",2,1,0,1,"Orient Short Hair","1","1",1
"18307","1",0,"2","1",2,1,"3","3","3",2,1,0,2,"Shih Tzu","1","1",NA
"6792","2",6,"2","1",2,1,"1","1","3",1,1,0,2,"Dom Short Hair","1","1",1
"4001","2",2,"1","2",1,2,"2","1","2",1,1,0,2,"Dom Medium Hair","1","1",0
"3409","2",4,"1","1",2,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",0
"12010","1",12,"1","2",2,2,"3","3","3",1,1,0,1,"Mixed Breed","1","0",1
"13008","1",0,"2","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"7448","2",2,"1","4",2,1,"1","1","2",1,1,0,1,"Dom Short Hair","1","1",0
"18823","2",2,"1","1",2,3,"2","2","2",2,1,0,7,"Tuxedo","1","1",NA
"18144","2",2,"3","2",1,1,"2","2","2",1,5,0,4,"Dom Short Hair","0","1",NA
"15191","2",1,"1","1",1,1,"2","2","2",1,1,10,8,"Dom Short Hair","1","1",NA
"10072","1",72,"1","5",2,2,"1","1","1",1,1,0,5,"Mixed Breed","1","0",0
"12015","1",24,"1","5",2,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",1
"7982","2",1,"1","3",1,1,"2","2","2",1,1,0,1,"Orient Short Hair","1","1",1
"9918","1",12,"3","1",2,1,"2","3","2",1,3,0,3,"Mixed Breed","1","0",1
"16560","2",1,"3","1",3,2,"2","2","2",1,3,0,5,"Dom Medium Hair","1","1",NA
"2930","2",3,"1","2",3,3,"2","1","2",1,1,50,4,"Dom Long Hair","1","1",1
"18808","1",3,"2","1",2,2,"2","2","2",1,2,0,4,"Mixed Breed","1","0",NA
"910","1",132,"2","2",1,2,"1","1","1",1,1,0,2,"Jack Russell Terrier","1","1",1
"5086","2",12,"2","1",2,1,"2","1","1",1,1,0,2,"Dom Short Hair","1","1",0
"12314","1",2,"2","2",2,2,"2","2","2",1,1,0,5,"Mixed Breed","0","0",1
"6611","2",1,"3","1",1,1,"2","2","2",1,2,0,8,"Dom Short Hair","1","1",0
